"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"45",23,"Damarious Randall",24,"FS",8,8,196,"5-11","Arizona St.","8/29/1992","1",NA,"Green Bay Packers / 1st / 30th pick / 2015","$1,799,030"
"46",99,"Christian Ringo",24,"DE",6,0,277,"6-1","La-Lafayette","3/2/1992","Rook",NA,"Green Bay Packers / 6th / 210th pick / 2015","$450,000"
"47",22,"Aaron Ripkowski",24,"FB",14,6,255,"6-1","Oklahoma","10/2/1992","1",NA,"Green Bay Packers / 6th / 206th pick / 2015","$551,599"
"48",12,"Aaron Rodgers",33,"QB",14,14,223,"6-2","California","12/2/1983","11",NA,"Green Bay Packers / 1st / 24th pick / 2005","$19,250,000"
"49",82,"Richard Rodgers",24,"TE",14,6,257,"6-4","California","1/22/1992","2",NA,"Green Bay Packers / 3rd / 98th pick / 2014","$739,004"
"50",24,"Quinten Rollins",24,"CB",11,9,193,"5-11","Miami (OH)","7/15/1992","1",NA,"Green Bay Packers / 2nd / 62nd pick / 2015","$850,583"
"51",47,"Jake Ryan",24,"OLB",12,9,238,"6-3","Michigan","2/27/1992","1",NA,"Green Bay Packers / 4th / 129th pick / 2015","$639,169"
"52",10,"Jake Schum",27,"P",14,0,210,"5-10","Buffalo","1/21/1989","2",NA,"","$525,000"
"53",37,"Sam Shields",29,"DB",1,1,184,"5-11","Miami (FL)","12/8/1987","6",NA,"","$12,000,000"
"54",78,"Jason Spriggs",22,"OT",14,2,301,"6-6","Indiana","5/17/1994","Rook",NA,"Green Bay Packers / 2nd / 48th pick / 2016","$909,871"
"55",44,"James Starks",30,"RB",9,4,203,"6-1","Buffalo","2/25/1986","6",NA,"Green Bay Packers / 6th / 193rd pick / 2010","$2,250,000"
"56",65,"Lane Taylor",27,"G",14,14,324,"6-3","Oklahoma St.","11/22/1989","3",NA,"","$1,450,000"
"57",48,"Joe Thomas",25,"LB",14,5,227,"6-1","South Carolina St.","5/6/1991","2",NA,"","$525,000"
"58",73,"J.C. Tretter",25,"OG",7,7,307,"6-4","Cornell","2/12/1991","3",NA,"Green Bay Packers / 4th / 122nd pick / 2013","$778,977"
"59",58,"Jordan Tripp",25,"OLB",NA,NA,234,"6-3","Montana","4/3/1991","2",NA,"Miami Dolphins / 5th / 171st pick / 2014","$105,882"
"60",NA,"Team Total",25.6,"",14,NA,242.5,"6-1.7","","","3.2",NA,"",""
