"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"27",79,"Javon Hargrave",23,"DT",13,11,309,"6-1","South Carolina St.","2/7/1993","Rook",NA,"Pittsburgh Steelers / 3rd / 89th pick / 2016","$623,314"
"28",68,"Ryan Harris",31,"T",5,0,299,"6-5","Notre Dame","3/11/1985","9",NA,"Denver Broncos / 3rd / 70th pick / 2007","$1,662,500"
"29",92,"James Harrison",38,"LB",14,6,242,"6-0","Kent St.","5/4/1978","14",NA,"","$1,500,000"
"30",65,"Jerald Hawkins",23,"OT",NA,NA,305,"6-6","LSU","10/16/1993","Rook",NA,"Pittsburgh Steelers / 4th / 123rd pick / 2016","$465,622"
"31",97,"Cameron Heyward",27,"DE",7,7,280,"6-5","Ohio St.","5/6/1989","5",NA,"Pittsburgh Steelers / 1st / 31st pick / 2011","$10,400,000"
"32",88,"Darrius Heyward-Bey",29,"WR",8,0,205,"6-2","Maryland","2/26/1987","7",NA,"Oakland Raiders / 1st / 7th pick / 2009","$1,133,333"
"33",74,"Chris Hubbard",25,"G",13,4,286,"6-4","Ala-Birmingham","4/23/1991","3",NA,"","$600,000"
"34",81,"Jesse James",22,"TE",14,12,254,"6-7","Penn St.","6/4/1994","1",NA,"Pittsburgh Steelers / 5th / 160th pick / 2015","$577,228"
"35",46,"David Johnson",29,"TE",14,3,270,"6-2","Arkansas St.","8/26/1987","7",NA,"Pittsburgh Steelers / 7th / 241st pick / 2009","$600,000"
"36",51,"Steven Johnson",28,"LB",6,0,237,"6-1","Kansas","3/28/1988","4",NA,"","$600,000"
"37",95,"Jarvis Jones",27,"OLB",13,8,245,"6-2","Georgia","10/13/1989","3",NA,"Pittsburgh Steelers / 1st / 17th pick / 2013","$2,769,933"
"38",3,"Landry Jones",27,"QB",7,1,225,"6-4","Oklahoma","4/4/1989","3",NA,"Pittsburgh Steelers / 4th / 115th pick / 2013","$784,805"
"39",64,"Cole Manhart",NA,"G",NA,NA,310,"6-6","","0/0/0","Rook",NA,"","$333,000"
"40",46,"Tyler Matakevich",24,"ILB",14,0,233,"6-0","Temple","12/22/1992","Rook",NA,"Pittsburgh Steelers / 7th / 246th pick / 2016","$465,762"
"41",90,"Ricardo Mathews",29,"DT",14,3,294,"6-3","Cincinnati","7/30/1987","6",NA,"Indianapolis Colts / 7th / 238th pick / 2010","$600,000"
"42",93,"Daniel McCullers",24,"DT",14,1,352,"6-7","Tennessee","8/11/1992","2",NA,"Pittsburgh Steelers / 6th / 215th pick / 2014","$619,670"
"43",18,"Zach Mettenberger",25,"QB",NA,NA,224,"6-5","LSU","7/16/1991","2",NA,"Tennessee Titans / 6th / 178th pick / 2014","$600,000"
"44",69,"Brian Mihalik",24,"DE",NA,NA,288,"6-9","Boston Col.","8/21/1992","Rook",NA,"Philadelphia Eagles / 7th / 237th pick / 2015","$450,000"
"45",23,"Michael Mitchell",29,"DB",14,14,216,"6-1","Ohio","6/10/1987","7",NA,"Oakland Raiders / 2nd / 47th pick / 2009","$6,763,750"
"46",55,"Arthur Moats",28,"LB",14,5,246,"6-0","James Madison","3/14/1988","6",NA,"Buffalo Bills / 6th / 178th pick / 2010","$3,133,333"
"47",45,"Roosevelt Nix",24,"LB",8,2,260,"5-11","Kent St.","3/30/1992","1",NA,"","$525,000"
"48",53,"Maurkice Pouncey",27,"C",14,14,304,"6-4","Florida","7/24/1989","6",NA,"Pittsburgh Steelers / 1st / 18th pick / 2010","$10,551,000"
"49",38,"Daryl Richardson",26,"RB",3,0,192,"5-10","Abilene Christian","4/12/1990","4",NA,"St. Louis Rams / 7th / 252nd pick / 2012","$600,000"
"50",7,"Ben Roethlisberger",34,"QB",13,13,240,"6-5","Miami (OH)","3/2/1982","12",NA,"Pittsburgh Steelers / 1st / 11th pick / 2004","$23,950,000"
"51",17,"Eli Rogers",NA,"WR",11,7,187,"5-10","","","Rook",NA,"","$451,666"
"52",83,"Canaan Severin",23,"WR",NA,NA,205,"6-2","","3/16/1993","Rook",NA,"","$333,000"
"53",50,"Ryan Shazier",24,"OLB",11,10,237,"6-1","Ohio St.","9/6/1992","2",NA,"Pittsburgh Steelers / 1st / 15th pick / 2014","$2,592,876"
"54",29,"Shamarko Thomas",25,"SS",8,0,213,"5-9","Syracuse","2/23/1991","3",NA,"Pittsburgh Steelers / 4th / 111th pick / 2013","$788,288"
"55",94,"Lawrence Timmons",30,"LB",14,14,234,"6-1","Florida St.","5/14/1986","9",NA,"Pittsburgh Steelers / 1st / 15th pick / 2007","$15,131,250"
"56",33,"Fitzgerald Toussaint",26,"RB",14,0,200,"5-10","Michigan","5/4/1990","2",NA,"","$600,000"
"57",91,"Stephon Tuitt",23,"DT",14,14,304,"6-6","Notre Dame","5/23/1993","2",NA,"Pittsburgh Steelers / 2nd / 46th pick / 2014","$1,257,122"
"58",61,"Valerian Ume-Ezeoke",23,"C",NA,NA,295,"6-3","","2/14/1993","Rook",NA,"","$333,000"
"59",78,"Alejandro Villanueva",28,"OL",14,14,277,"6-9","Army","9/22/1988","2",NA,"","$525,000"
"60",72,"Cody Wallace",32,"C",1,1,290,"6-4","Texas A&M","11/26/1984","8",NA,"San Francisco 49ers / 4th / 107th pick / 2008","$1,350,000"
"61",96,"Leterrius Walton",24,"DT",8,2,321,"6-5","Central Michigan","3/31/1992","1",NA,"Pittsburgh Steelers / 6th / 199th pick / 2015","$554,232"
"62",60,"Greg Warren",35,"C",14,0,252,"6-3","North Carolina","10/18/1981","11",NA,"","$680,000"
"63",11,"Markus Wheaton",25,"WR",3,2,189,"5-11","Oregon St.","2/7/1991","3",NA,"Pittsburgh Steelers / 3rd / 79th pick / 2013","$1,818,844"
"64",34,"DeAngelo Williams",33,"RB",7,3,210,"5-8","Memphis","4/25/1983","10",NA,"Carolina Panthers / 1st / 27th pick / 2006","$2,565,000"
"65",98,"Vince Williams",27,"ILB",14,4,247,"6-1","Florida St.","12/27/1989","3",NA,"Pittsburgh Steelers / 6th / 206th pick / 2013","$1,194,670"
"66",NA,"Team Total",25.8,"",14,NA,245.4,"6-2.0","","","3.9",NA,"",""
