"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"58",30,"D'Joun Smith",23,"",4,0,189,"5-10","Florida Atlantic","9/23/1992","Rook",0,"Indianapolis Colts / 3rd / 65th pick / 2015","$637,211"
"59",59,"Andy Studebaker",30,"",3,0,251,"6-3","Wheaton","9/16/1985","7",0,"Philadelphia Eagles / 6th / 203rd pick / 2008",""
"60",86,"Erik Swoope",23,"",1,0,246,"6-5","Miami (FL)","5/8/1992","1",0,"",""
"61",35,"Josh Thomas",26,"",8,0,196,"5-10","Buffalo","5/3/1989","4",0,"Dallas Cowboys / 5th / 143rd pick / 2011",""
"62",NA,"Josh Thomas",34,"",1,0,271,"6-5","Syracuse","6/26/1981","11",0,"",""
"63",69,"Hugh Thornton",24,"RG",13,12,320,"6-3","Illinois","6/28/1991","2",5,"Indianapolis Colts / 3rd / 86th pick / 2013","$731,345"
"64",37,"Zurlon Tipton",25,"",10,0,221,"6-0","Central Michigan","4/27/1990","1",1,"",""
"65",28,"Greg Toler",30,"LCB",10,10,191,"5-11","St. Paul's","1/2/1985","6",3,"Arizona Cardinals / 4th / 131st pick / 2009","$5,833,334"
"66",38,"Tyler Varga",22,"",3,0,220,"5-11","","9/24/1993","Rook",0,"","$437,000"
"67",4,"Adam Vinatieri",43,"",16,0,202,"6-0","South Dakota St.","12/28/1972","19",4,"","$2,750,000"
"68",93,"Erik Walden",30,"LB",15,15,238,"6-2","Middle Tenn. St.","8/21/1985","7",6,"Dallas Cowboys / 6th / 167th pick / 2008","$4,250,000"
"69",92,"Bjoern Werner",25,"",10,0,266,"6-3","Florida St.","8/30/1990","2",1,"Indianapolis Colts / 1st / 24th pick / 2013","$2,153,562"
"70",17,"Griff Whalen",25,"",14,0,185,"6-1","Stanford","3/1/1990","3",2,"","$585,000"
"71",6,"Charlie Whitehurst",33,"",4,0,220,"6-4","Clemson","8/6/1982","9",0,"San Diego Chargers / 3rd / 81st pick / 2006",""
"72",40,"Trey Williams",23,"",2,0,195,"5-8","Texas A&M","12/11/1992","Rook",0,"",""
"73",99,"Billy Winn",26,"dt",12,3,296,"6-4","Boise St.","4/15/1989","3",2,"Cleveland Browns / 6th / 205th pick / 2012","$1,542,000"
"74",NA,"Team Total",27.1,"",16,NA,237.1,"6-1.5","","","4.0",NA,"",""
