"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"22",99,"Timmy Jernigan",24,"DT",14,13,299,"6-2","Florida St.","9/24/1992","2",NA,"Baltimore Ravens / 2nd / 48th pick / 2014","$1,195,337"
"23",91,"Matt Judon",NA,"DE",12,0,275,"6-3","Grand Valley St.","0/0/0","Rook",NA,"Baltimore Ravens / 5th / 146th pick / 2016","$513,934"
"24",44,"Kyle Juszczyk",25,"FB",14,6,248,"6-2","Harvard","4/23/1991","3",NA,"Baltimore Ravens / 4th / 130th pick / 2013","$750,146"
"25",92,"Bronson Kaufusi",25,"DE",NA,NA,281,"6-7","BYU","7/6/1991","Rook",NA,"Baltimore Ravens / 3rd / 70th pick / 2016","$544,254"
"26",4,"Sam Koch",34,"P",14,0,225,"5-11","Nebraska","8/13/1982","10",NA,"Baltimore Ravens / 6th / 203rd pick / 2006","$3,100,000"
"27",41,"Anthony Levine",29,"S",14,0,199,"5-11","Tennessee St.","3/27/1987","5",NA,"","$1,200,000"
"28",72,"Alex Lewis",24,"OT",8,8,302,"6-6","Nebraska","4/21/1992","Rook",NA,"Baltimore Ravens / 4th / 130th pick / 2016","$572,974"
"29",23,"Kendrick Lewis",28,"DB",6,0,205,"5-11","Mississippi","6/16/1988","6",NA,"Kansas City Chiefs / 5th / 136th pick / 2010","$1,866,667"
"30",37,"Chris Lewis-Harris",27,"CB",5,0,180,"5-11","Tenn-Chattanooga","2/11/1989","4",NA,"","$675,500"
"31",59,"Lamar Louis",23,"LB",NA,NA,231,"6-0","","10/2/1993","Rook",NA,"","$79,410"
"32",46,"Cavellis Luckett",24,"LB",NA,NA,243,"5-11","","12/6/1992","Rook",NA,"","$333,833"
"33",7,"Ryan Mallett",28,"QB",3,0,240,"6-6","Arkansas","6/5/1988","5",NA,"New England Patriots / 3rd / 74th pick / 2011","$1,500,000"
"34",13,"Chris Matthews",27,"WR",NA,NA,218,"6-5","Kentucky","10/6/1989","2",NA,"","$600,000"
"35",50,"Albert McClellan",30,"DE",14,11,255,"6-2","Marshall","6/4/1986","5",NA,"","$1,100,000"
"36",10,"Chris Moore",23,"WR",13,0,203,"6-1","Cincinnati","6/16/1993","Rook",NA,"Baltimore Ravens / 4th / 107th pick / 2016","$599,090"
"37",57,"C.J. Mosley",24,"ILB",12,12,234,"6-2","Alabama","6/19/1992","2",NA,"Baltimore Ravens / 1st / 17th pick / 2014","$2,396,728"
"38",67,"Stephane Nembot",25,"T",NA,NA,320,"6-6","","12/7/1991","Rook",NA,"","$333,000"
"39",48,"Patrick Onwuasor",24,"LB",9,0,217,"6-0","","8/22/1992","Rook",NA,"","$450,000"
"40",54,"Zach Orr",24,"LB",14,14,237,"6-0","North Texas","6/9/1992","2",NA,"","$601,000"
"41",18,"Breshad Perriman",23,"WR",14,1,214,"6-2","Central Florida","9/10/1993","Rook",NA,"Baltimore Ravens / 1st / 26th pick / 2015","$1,978,481"
"42",78,"Michael Pierce",24,"DT",14,1,339,"6-0","","11/6/1992","Rook",NA,"","$450,000"
"43",88,"Dennis Pitta",31,"TE",14,10,245,"6-4","BYU","6/29/1985","6",NA,"Baltimore Ravens / 4th / 114th pick / 2010","$3,200,000"
"44",36,"Jerraud Powers",29,"DB",11,4,190,"5-9","Auburn","7/19/1987","7",NA,"Indianapolis Colts / 3rd / 92nd pick / 2009","$1,750,000"
"45",27,"Sheldon Price",25,"CB",4,1,180,"6-2","UCLA","3/26/1991","3",NA,"","$525,000"
"46",38,"Jumal Rolle",26,"CB",NA,NA,188,"6-0","Catawba","5/28/1990","3",NA,"","$600,000"
"47",22,"Jimmy Smith",28,"CB",11,11,201,"6-2","Colorado","7/26/1988","5",NA,"Baltimore Ravens / 1st / 27th pick / 2011","$5,100,000"
"48",89,"Steve Smith",37,"WR",12,12,185,"5-9","Utah","5/12/1979","15",NA,"Carolina Panthers / 3rd / 74th pick / 2001","$4,166,668"
"49",90,"Za'Darius Smith",24,"DE",11,4,270,"6-5","Kentucky","9/8/1992","1",NA,"Baltimore Ravens / 4th / 122nd pick / 2015","$645,788"
"50",79,"Ronnie Stanley",22,"OT",10,10,312,"6-6","Notre Dame","3/18/1994","Rook",NA,"Baltimore Ravens / 1st / 6th pick / 2016","$3,724,423"
"51",55,"Terrell Suggs",34,"LB",13,13,260,"6-3","Arizona St.","10/11/1982","13",NA,"Baltimore Ravens / 1st / 10th pick / 2003","$7,450,000"
"52",34,"Lorenzo Taliaferro",25,"RB",3,0,229,"6-0","Coastal Carolina","12/23/1991","2",NA,"Baltimore Ravens / 4th / 138th pick / 2014","$675,146"
"53",9,"Justin Tucker",27,"K",14,0,180,"6-0","Texas","11/21/1989","4",NA,"","$3,500,000"
"54",96,"Brent Urban",25,"DE",14,0,295,"6-7","Virginia","5/5/1991","2",NA,"Baltimore Ravens / 4th / 134th pick / 2014","$675,146"
"55",64,"John Urschel",25,"OG",11,3,313,"6-3","Penn St.","6/24/1991","2",NA,"Baltimore Ravens / 5th / 175th pick / 2014","$636,140"
"56",71,"Ricky Wagner",27,"OT",14,13,308,"6-6","Wisconsin","10/21/1989","3",NA,"Baltimore Ravens / 5th / 168th pick / 2013","$1,707,140"
"57",12,"Mike Wallace",30,"WR",14,14,180,"6-0","Mississippi","8/1/1986","7",NA,"Pittsburgh Steelers / 3rd / 84th pick / 2009","$3,500,000"
"58",84,"Darren Waller",24,"WR",10,2,242,"6-7","Georgia Tech","9/13/1992","1",NA,"Baltimore Ravens / 6th / 204th pick / 2015","$429,245"
"59",82,"Ben Watson",36,"TE",NA,NA,255,"6-3","Duke,Georgia","12/18/1980","12",NA,"New England Patriots / 1st / 32nd pick / 2004","$3,000,000"
"60",21,"Lardarius Webb",31,"DB",14,14,179,"5-10","Nicholls St.","10/12/1985","7",NA,"Baltimore Ravens / 3rd / 88th pick / 2009","$9,500,000"
"61",32,"Eric Weddle",31,"DB",14,14,203,"5-11","Utah","1/4/1985","9",NA,"San Diego Chargers / 2nd / 37th pick / 2007","$3,750,000"
"62",77,"De'Ondre Wesley",24,"T",NA,NA,330,"6-7","BYU","7/28/1992","1",NA,"","$348,000"
"63",28,"Terrance West",25,"RB",14,11,225,"5-10","Towson","1/28/1991","2",NA,"Cleveland Browns / 3rd / 94th pick / 2014","$600,000"
"64",98,"Brandon Williams",27,"DT",14,14,335,"6-1","Missouri Southern","2/21/1989","3",NA,"Baltimore Ravens / 3rd / 94th pick / 2013","$1,799,750"
"65",87,"Maxx Williams",22,"TE",4,0,250,"6-4","Minnesota","4/12/1994","1",NA,"Baltimore Ravens / 2nd / 55th pick / 2015","$921,077"
"66",35,"Shareece Wright",29,"DB",10,7,182,"5-11","USC","4/8/1987","5",NA,"San Diego Chargers / 3rd / 89th pick / 2011","$2,093,333"
"67",73,"Marshal Yanda",32,"T",11,11,307,"6-4","Iowa","9/15/1984","9",NA,"Baltimore Ravens / 3rd / 86th pick / 2007","$4,010,220"
"68",43,"Tavon Young",22,"CB",14,9,180,"5-9","Temple","3/14/1994","Rook",NA,"Baltimore Ravens / 4th / 104th pick / 2016","$601,282"
"69",53,"Jeremy Zuttah",30,"G",14,14,303,"6-4","Rutgers","6/1/1986","8",NA,"Tampa Bay Buccaneers / 3rd / 83rd pick / 2008","$4,607,206"
"70",NA,"Team Total",25.6,"",14,NA,238.3,"6-1.6","","","3.9",NA,"",""
