"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"47",89,"Vance McDonald",26,"TE",11,11,267,"6-4","Rice","6/13/1990","3",NA,"San Francisco 49ers / 2nd / 55th pick / 2013","$795,797"
"48",86,"Kyle Nelson",30,"TE",14,0,240,"6-2","New Mexico St.","10/3/1986","4",NA,"","$795,000"
"49",11,"Quinton Patton",26,"WR",14,14,204,"6-0","Louisiana Tech","8/9/1990","3",NA,"San Francisco 49ers / 4th / 128th pick / 2013","$675,000"
"50",5,"Bradley Pinion",22,"P",14,0,230,"6-5","Clemson","6/1/1994","1",NA,"San Francisco 49ers / 5th / 165th pick / 2015","$525,000"
"51",5,"Christian Ponder",28,"QB",NA,NA,222,"6-2","Florida St.","2/25/1988","5",NA,"Minnesota Vikings / 1st / 12th pick / 2011","$760,000"
"52",64,"Mike Purcell",25,"DT",13,5,303,"6-3","Wyoming","4/20/1991","3",NA,"","$525,000"
"53",27,"Keith Reaser",25,"CB",13,0,189,"5-11","Florida Atlantic","7/31/1991","2",NA,"San Francisco 49ers / 5th / 170th pick / 2014","$600,000"
"54",23,"Will Redmond",23,"CB",NA,NA,186,"5-11","Mississippi St.","12/28/1993","Rook",NA,"San Francisco 49ers / 3rd / 68th pick / 2016","$450,000"
"55",35,"Eric Reid",25,"FS",10,10,213,"6-1","LSU","12/10/1991","3",NA,"San Francisco 49ers / 1st / 18th pick / 2013","$1,561,464"
"56",33,"Rashard Robinson",21,"CB",12,4,171,"6-1","LSU","7/23/1995","Rook",NA,"San Francisco 49ers / 4th / 133rd pick / 2016","$450,000"
"57",3,"Eric Rogers",25,"WR",NA,NA,210,"6-3","","2/12/1991","Rook",NA,"","$333,000"
"58",38,"JaCorey Shepherd",NA,"CB",8,0,199,"5-11","Kansas","","Rook",NA,"Philadelphia Eagles / 6th / 191st pick / 2015","$317,640"
"59",56,"Shayne Skov",26,"ILB",9,0,245,"6-2","Stanford","7/9/1990","2",NA,"","$463,235"
"60",15,"DeAndre Smelter",25,"WR",NA,NA,226,"6-2","Georgia Tech","12/3/1991","Rook",NA,"San Francisco 49ers / 4th / 132nd pick / 2015",""
"61",82,"Torrey Smith",27,"WR",12,12,205,"6-1","Maryland","1/26/1989","5",NA,"Baltimore Ravens / 2nd / 58th pick / 2011","$4,500,000"
"62",74,"Joe Staley",32,"T",12,12,306,"6-6","Central Michigan","8/30/1984","9",NA,"San Francisco 49ers / 1st / 28th pick / 2007","$5,400,000"
"63",81,"Rod Streater",28,"WR",14,0,200,"6-3","Temple","2/9/1988","4",NA,"","$760,000"
"64",40,"Vinnie Sunseri",25,"SS",4,0,210,"5-11","Alabama","10/25/1991","2",NA,"New Orleans Saints / 5th / 167th pick / 2014","$211,764"
"65",29,"Jaquiski Tartt",24,"SS",13,4,221,"6-1","Samford","2/18/1992","1",NA,"San Francisco 49ers / 2nd / 46th pick / 2015","$663,955"
"66",78,"John Theus",22,"OT",2,0,317,"6-7","Georgia","1/19/1994","Rook",NA,"San Francisco 49ers / 5th / 145th pick / 2016","$450,000"
"67",61,"Andrew Tiller",27,"G",14,6,324,"6-4","Syracuse","3/13/1989","4",NA,"New Orleans Saints / 6th / 179th pick / 2012","$600,000"
"68",25,"Jimmie Ward",25,"SS",11,10,193,"5-11","Northern Illinois","7/18/1991","2",NA,"San Francisco 49ers / 1st / 30th pick / 2014","$1,066,594"
"69",57,"Michael Wilhoite",30,"LB",14,4,240,"6-0","Washburn","12/7/1986","5",NA,"","$1,671,000"
"70",NA,"Team Total",25.8,"",14,NA,246.8,"6-2.2","","","3.5",NA,"",""
