"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"33",79,"Jamon Meredith",29,"rg",13,3,289,"6-4","South Carolina","5/11/1986","6",2,"Green Bay Packers / 5th / 162nd pick / 2009","$745,000"
"34",7,"Zach Mettenberger",24,"qb",7,4,224,"6-5","LSU","7/16/1991","1",-2,"Tennessee Titans / 6th / 178th pick / 2014","$541,279"
"35",91,"Derrick Morgan",26,"LB",10,9,296,"6-3","Georgia Tech","1/6/1989","5",4,"Tennessee Titans / 1st / 16th pick / 2010","$4,000,000"
"36",53,"Deiontrez Mount",22,"",4,0,243,"6-5","Louisville","2/26/1993","Rook",0,"Tennessee Titans / 6th / 177th pick / 2015","$472,038"
"37",98,"Brian Orakpo",29,"LB",16,16,255,"6-3","Texas","7/31/1986","6",6,"Washington Redskins / 1st / 13th pick / 2009","$4,468,750"
"38",92,"Ropati Pitoitua",30,"",5,0,290,"6-8","Washington St.","4/6/1985","6",0,"","$3,612,500"
"39",72,"Jeremiah Poutasi",21,"rt",11,7,322,"6-6","Utah","8/7/1994","Rook",4,"Tennessee Titans / 3rd / 66th pick / 2015","$635,564"
"40",81,"Rico Richardson",24,"",5,0,188,"6-1","Jackson St.","7/1/1991","2",0,"","$112,200"
"41",37,"Cody Riggs",24,"",11,0,186,"5-9","Notre Dame","12/30/1991","Rook",1,"","$437,333"
"42",20,"Bishop Sankey",23,"rb",13,3,209,"5-10","Washington","9/15/1992","1",2,"Tennessee Titans / 2nd / 54th pick / 2014","$873,522"
"43",62,"Brian Schwenke",24,"c",5,5,314,"6-3","California","3/22/1991","2",2,"Tennessee Titans / 4th / 107th pick / 2013","$701,065"
"44",21,"Da'Norris Searcy",27,"SS",15,13,216,"5-11","North Carolina","11/16/1988","4",5,"Buffalo Bills / 4th / 100th pick / 2011","$3,625,000"
"45",24,"Coty Sensabaugh",27,"CB",16,15,189,"5-11","Clemson","11/15/1988","3",6,"Tennessee Titans / 4th / 115th pick / 2012","$1,650,023"
"46",60,"Quinton Spain",24,"lg",7,6,332,"6-4","West Virginia","8/7/1991","Rook",2,"","$437,000"
"47",39,"Daimion Stafford",24,"fs",16,2,221,"6-0","Nebraska","2/18/1991","2",2,"Tennessee Titans / 7th / 248th pick / 2013","$596,474"
"48",57,"Justin Staples",26,"",12,0,245,"6-4","Illinois","12/10/1989","2",1,"","$112,200"
"49",88,"Craig Stevens",31,"TE",16,11,255,"6-3","California","9/1/1984","7",1,"Tennessee Titans / 3rd / 85th pick / 2008","$2,270,000"
"50",4,"Ryan Succop",29,"",16,0,215,"6-2","South Carolina","9/19/1986","6",4,"Kansas City Chiefs / 7th / 256th pick / 2009","$1,916,666"
"51",89,"Phillip Supernaw",25,"te",16,1,250,"6-5","Ouachita Baptist","1/30/1990","3",0,"","$510,000"
"52",11,"Alex Tanney",28,"",1,0,220,"6-4","Monmouth","11/11/1987","3",0,"",""
"53",41,"J.R. Tavai",22,"",4,0,248,"6-1","USC","9/23/1993","Rook",0,"",""
"54",86,"Andrew Turzilli",NA,"",3,0,195,"6-3","Kansass; Rutgers","","Rook",0,"",""
"55",82,"Delanie Walker*",31,"TE",15,10,241,"6-1","Central Missouri St.","8/12/1984","9",8,"San Francisco 49ers / 6th / 175th pick / 2006","$5,275,000"
"56",70,"Chance Warmack",24,"RG",14,14,317,"6-2","Alabama","9/14/1991","2",5,"Tennessee Titans / 1st / 10th pick / 2013","$3,318,177"
"57",38,"B.W. Webb",25,"ss",9,2,184,"5-10","William & Mary","5/3/1990","2",1,"Dallas Cowboys / 4th / 114th pick / 2013",""
"58",35,"Terrance West",24,"",2,0,225,"5-10","Towson","1/28/1991","1",0,"Cleveland Browns / 3rd / 94th pick / 2014","$520,000"
"59",12,"Charlie Whitehurst",33,"",1,0,220,"6-4","Clemson","8/6/1982","9",0,"San Diego Chargers / 3rd / 81st pick / 2006","$2,500,000"
"60",54,"Avery Williamson",23,"LB",15,15,246,"6-1","Kentucky","3/9/1992","1",6,"Tennessee Titans / 5th / 151st pick / 2014","$558,613"
"61",96,"Al Woods",28,"NT",14,9,311,"6-4","LSU","3/25/1987","5",4,"New Orleans Saints / 4th / 123rd pick / 2010","$2,600,000"
"62",59,"Wesley Woodyard",29,"LB",16,12,219,"6-1","Kentucky","7/21/1986","7",6,"","$3,500,000"
"63",25,"Blidi Wreh-Wilson",26,"cb",10,3,195,"6-1","Connecticut","12/5/1989","2",1,"Tennessee Titans / 3rd / 70th pick / 2013","$789,416"
"64",13,"Kendall Wright",26,"WR",10,9,194,"5-10","Baylor","11/12/1989","3",3,"Tennessee Titans / 1st / 20th pick / 2012","$2,614,962"
"65",NA,"Team Total",25.1,"",16,NA,244.9,"6-1.9","","","3.1",NA,"",""
