"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"50",81,"Mychal Rivera",26,"TE",11,1,242,"6-3","Tennessee","9/8/1990","3",NA,"Oakland Raiders / 6th / 184th pick / 2013","$1,697,213"
"51",10,"Seth Roberts",25,"WR",14,6,196,"6-2","West Alabama","2/22/1991","2",NA,"","$525,000"
"52",99,"Aldon Smith",27,"DE",NA,NA,255,"6-5","Missouri","9/25/1989","5",NA,"San Francisco 49ers / 1st / 7th pick / 2011","$4,000,000"
"53",86,"Lee Smith",29,"TE",4,4,269,"6-6","Tennessee,Marshall","11/21/1987","5",NA,"New England Patriots / 5th / 159th pick / 2011","$2,750,000"
"54",53,"Malcolm Smith",27,"OLB",13,12,226,"6-0","USC","7/5/1989","5",NA,"Seattle Seahawks / 7th / 242nd pick / 2011","$3,000,000"
"55",21,"Sean Smith",29,"DB",13,13,215,"6-2","Utah","7/14/1987","7",NA,"Miami Dolphins / 2nd / 61st pick / 2009","$11,000,000"
"56",41,"Brynden Trawick",27,"S",13,0,215,"6-2","Troy","10/23/1989","3",NA,"","$825,000"
"57",88,"Clive Walford",25,"TE",13,6,254,"6-4","Miami (FL)","10/1/1991","1",NA,"Oakland Raiders / 3rd / 68th pick / 2015","$781,126"
"58",95,"Jihad Ward",22,"DE",14,13,296,"6-5","Illinois","3/11/1994","Rook",NA,"Oakland Raiders / 2nd / 44th pick / 2016","$1,007,236"
"59",33,"DeAndre Washington",23,"RB",12,2,199,"5-8","Texas Tech","2/22/1993","Rook",NA,"Oakland Raiders / 5th / 143rd pick / 2016","$517,298"
"60",71,"Menelik Watson",28,"OT",8,3,310,"6-5","Florida St.","12/22/1988","3",NA,"Oakland Raiders / 2nd / 42nd pick / 2013","$1,525,635"
"61",90,"Dan Williams",29,"DT",14,9,330,"6-2","Tennessee","6/1/1987","6",NA,"Arizona Cardinals / 1st / 26th pick / 2010","$7,500,000"
"62",NA,"Team Total",26.3,"",14,NA,248.2,"6-2.2","","","3.3",NA,"",""
