"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"40",29,"Bilal Powell",27,"rb",11,2,204,"5-11","Louisville","10/27/1988","4",5,"New York Jets / 4th / 126th pick / 2011","$2,000,000"
"41",25,"Calvin Pryor",23,"SS",13,12,207,"5-11","Louisville","7/2/1992","1",5,"New York Jets / 1st / 18th pick / 2014","$1,946,194"
"42",46,"Tanner Purdum",31,"",16,0,217,"6-3","Baker","8/15/1984","5",1,"","$877,500"
"43",4,"Ryan Quigley",25,"",15,0,188,"6-3","Boston Col.","1/26/1990","2",1,"","$585,000"
"44",79,"Brent Qvale",24,"te",16,1,315,"6-7","Nebraska","3/11/1991","1",2,"","$435,000"
"45",57,"Trevor Reilly",27,"",15,0,245,"6-5","Utah","1/17/1988","1",1,"New York Jets / 7th / 233rd pick / 2014","$524,212"
"46",24,"Darrelle Revis*",30,"CB",14,14,205,"6-0","Pittsburgh","7/14/1985","8",10,"New York Jets / 1st / 14th pick / 2007","$16,000,000"
"47",91,"Sheldon Richardson",25,"de",11,10,294,"6-3","Missouri","11/29/1990","2",6,"New York Jets / 1st / 13th pick / 2013","$2,431,647"
"48",22,"Stevan Ridley",26,"rb",9,1,230,"5-11","LSU","1/27/1989","4",1,"New England Patriots / 3rd / 73rd pick / 2011","$1,031,250"
"49",86,"Wes Saxton",22,"",1,0,235,"6-4","Itawamba CC; South Alabama","8/13/1993","Rook",0,"","$112,200"
"50",41,"Buster Skrine",26,"cb",16,7,182,"5-9","Tenn-Chattanooga","4/26/1989","4",4,"Cleveland Browns / 5th / 137th pick / 2011","$2,750,000"
"51",84,"Devin Smith",23,"wr",10,3,190,"6-0","Ohio St.","3/3/1992","Rook",1,"New York Jets / 2nd / 37th pick / 2015","$1,067,712"
"52",7,"Geno Smith",25,"",1,0,218,"6-3","West Virginia","10/10/1990","2",1,"New York Jets / 2nd / 39th pick / 2013","$1,368,983"
"53",30,"Zac Stacy",24,"",8,0,216,"5-9","Vanderbilt","4/9/1991","2",1,"St. Louis Rams / 5th / 160th pick / 2013","$585,000"
"54",10,"Kenbrell Thompkins",27,"wr",7,2,196,"6-0","Cincinnati","7/29/1988","2",1,"",""
"55",26,"Darrin Walls",27,"",13,0,190,"6-0","Notre Dame","6/20/1988","4",2,"",""
"56",NA,"Steve Weatherford",33,"",1,0,215,"6-3","Illinois","12/17/1982","9",0,"",""
"57",96,"Muhammad Wilkerson*",26,"DE",16,15,305,"6-4","Temple","10/22/1989","4",16,"New York Jets / 1st / 30th pick / 2011","$6,969,000"
"58",62,"Leonard Williams",21,"DE",16,15,298,"6-5","USC","6/20/1994","Rook",9,"New York Jets / 1st / 6th pick / 2015","$3,387,430"
"59",20,"Marcus Williams",24,"cb",13,3,196,"5-11","North Dakota St.","3/24/1991","1",4,"","$510,000"
"60",67,"Brian Winters",24,"RG",16,10,320,"6-4","Kent St.","7/10/1991","2",5,"New York Jets / 3rd / 72nd pick / 2013","$778,969"
"61",NA,"Team Total",26.5,"",16,NA,243.7,"6-2.2","","","4.0",NA,"",""
