"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"43",16,"Colt McCoy",30,"QB",NA,NA,209,"6-2","Texas","9/5/1986","6",NA,"Cleveland Browns / 3rd / 85th pick / 2010","$1,000,000"
"44",55,"Nick Moody",26,"OLB",1,0,245,"6-1","Florida St.","1/29/1990","3",NA,"San Francisco 49ers / 6th / 180th pick / 2013","$119,117"
"45",76,"Morgan Moses",25,"OT",14,14,314,"6-6","Virginia","3/3/1991","2",NA,"Washington Redskins / 3rd / 66th pick / 2014","$680,000"
"46",93,"Trent Murphy",26,"DE",14,0,250,"6-5","Stanford","12/22/1990","2",NA,"Washington Redskins / 2nd / 47th pick / 2014","$826,618"
"47",24,"Josh Norman",29,"CB",14,14,203,"6-0","Coastal Carolina","12/15/1987","4",NA,"Carolina Panthers / 5th / 143rd pick / 2012","$5,000,000"
"48",79,"Ty Nsekhe",31,"T",14,4,325,"6-8","Texas St.","10/27/1985","4",NA,"","$600,000"
"49",60,"Vinston Painter",27,"OT",5,0,306,"6-4","Virginia Tech","10/11/1989","3",NA,"Denver Broncos / 6th / 173rd pick / 2013","$432,348"
"50",84,"Niles Paul",27,"WR",8,1,225,"6-1","Nebraska","8/9/1989","5",NA,"Washington Redskins / 5th / 155th pick / 2011","$1,250,000"
"51",32,"Silas Redd",24,"RB",NA,NA,212,"5-10","USC","3/1/1992","2",NA,"","$525,000"
"52",86,"Jordan Reed",26,"TE",11,8,236,"6-3","Florida","7/3/1990","3",NA,"Washington Redskins / 3rd / 85th pick / 2013","$1,250,000"
"53",19,"Rashad Ross",26,"WR",5,0,167,"6-0","Arizona St.","2/2/1990","3",NA,"","$525,000"
"54",75,"Brandon Scherff",25,"OT",14,14,320,"6-5","Iowa","12/26/1991","1",NA,"Washington Redskins / 1st / 5th pick / 2015","$525,000"
"55",94,"Preston Smith",24,"DE",14,14,270,"6-5","Mississippi St.","11/17/1992","1",NA,"Washington Redskins / 2nd / 38th pick / 2015","$697,698"
"56",50,"Martrell Spaight",23,"OLB",12,1,232,"6-0","Arkansas","8/5/1993","1",NA,"Washington Redskins / 5th / 141st pick / 2015","$450,000"
"57",2,"Nate Sudfeld",23,"QB",NA,NA,236,"6-6","Indiana","10/7/1993","Rook",NA,"Washington Redskins / 6th / 187th pick / 2016","$450,000"
"58",56,"John Sullivan",31,"C",11,1,300,"6-4","Notre Dame","8/8/1985","8",NA,"Minnesota Vikings / 6th / 187th pick / 2008","$728,823"
"59",57,"Nick Sundberg",29,"C",12,0,245,"6-0","California","7/29/1987","6",NA,"","$1,000,000"
"60",25,"Chris Thompson",26,"RB",14,0,195,"5-8","Florida St.","10/20/1990","3",NA,"Washington Redskins / 5th / 154th pick / 2013","$675,000"
"61",20,"Greg Toler",31,"DB",14,1,191,"5-11","St. Paul's","1/2/1985","7",NA,"Arizona Cardinals / 4th / 131st pick / 2009","$760,000"
"62",59,"Zach Vigil",25,"ILB",NA,NA,238,"6-2","Utah St.","3/28/1991","1",NA,"","$351,333"
"63",5,"Tress Way",26,"P",14,0,215,"6-1","Oklahoma","4/18/1990","2",NA,"","$600,000"
"64",46,"Donte Whitner",31,"DB",10,8,205,"5-11","Ohio St.","7/24/1985","10",NA,"Buffalo Bills / 1st / 8th pick / 2006","$985,000"
"65",71,"Trent Williams",28,"T",10,10,315,"6-5","Oklahoma","7/19/1988","6",NA,"Washington Redskins / 1st / 4th pick / 2010","$6,750,000"
"66",NA,"Team Total",26.9,"",14,NA,241.9,"6-1.8","","","4.1",NA,"",""
