"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"55",25,"Richard Sherman*",27,"LCB",16,16,195,"6-3","Stanford","3/30/1988","4",14,"Seattle Seahawks / 5th / 154th pick / 2011","$12,200,000"
"56",27,"Tharold Simon",24,"",1,0,202,"6-2","LSU","3/6/1991","2",0,"Seattle Seahawks / 5th / 138th pick / 2013","$636,725"
"57",17,"Kevin Smith",24,"wr",7,1,218,"6-0","Washington","12/21/1991","Rook",0,"","$112,200"
"58",42,"Rod Smith",23,"",1,0,231,"6-3","","1/10/1992","Rook",0,"","$112,200"
"59",21,"Tye Smith",22,"",4,0,195,"6-0","Towson","5/3/1993","Rook",0,"Seattle Seahawks / 5th / 170th pick / 2015","$476,563"
"60",67,"Kristjan Sokoli",24,"",1,0,300,"6-5","Buffalo","9/24/1991","Rook",0,"Seattle Seahawks / 6th / 214th pick / 2015","$457,621"
"61",64,"J.R. Sweezy",26,"RG",15,15,296,"6-5","North Carolina St.","4/8/1989","3",8,"Seattle Seahawks / 7th / 225th pick / 2012","$1,556,212"
"62",23,"Steven Terrell",25,"",12,0,197,"5-10","Texas A&M","9/21/1990","2",1,"","$510,000"
"63",29,"Earl Thomas*",26,"FS",16,16,208,"5-10","Texas","5/7/1989","5",10,"Seattle Seahawks / 1st / 14th pick / 2010","$7,400,000"
"64",46,"Will Tukuafu",31,"fb",14,1,272,"6-4","Oregon","1/3/1984","4",0,"","$665,000"
"65",54,"Bobby Wagner*",25,"MLB",15,15,241,"6-0","Utah St.","6/27/1990","3",15,"Seattle Seahawks / 2nd / 47th pick / 2012","$2,970,663"
"66",26,"Cary Williams",31,"RCB",10,10,185,"6-1","Washburn","12/23/1984","7",5,"Tennessee Titans / 7th / 229th pick / 2008","$4,666,666"
"67",18,"Kasen Williams",NA,"",2,0,219,"6-2","Washington","","Rook",0,"","$112,200"
"68",82,"Luke Willson",25,"te",14,7,252,"6-5","Rice","1/15/1990","2",2,"Seattle Seahawks / 5th / 158th pick / 2013","$629,633"
"69",3,"Russell Wilson*",27,"QB",16,16,203,"5-11","Wisconsin,North Carolina St.","11/29/1988","3",19,"Seattle Seahawks / 3rd / 75th pick / 2012","$7,054,868"
"70",50,"K.J. Wright",26,"LB",16,16,246,"6-3","Mississippi St.","7/23/1989","4",10,"Seattle Seahawks / 4th / 99th pick / 2011","$4,750,000"
"71",NA,"Team Total",25.9,"",16,NA,239.4,"6-1.8","","","3.2",NA,"",""
