"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"34",90,"Steve McLendon",29,"NT",16,10,280,"6-4","Troy","1/3/1986","5",5,"","$2,808,334"
"35",83,"Heath Miller",33,"TE",15,15,256,"6-5","Virginia","10/22/1982","10",4,"Pittsburgh Steelers / 1st / 30th pick / 2005","$4,151,666"
"36",23,"Michael Mitchell",28,"FS",16,16,216,"6-1","Ohio","6/10/1987","6",7,"Oakland Raiders / 2nd / 47th pick / 2009","$2,508,750"
"37",55,"Arthur Moats",27,"LOLB",16,10,246,"6-0","James Madison","3/14/1988","5",6,"Buffalo Bills / 6th / 178th pick / 2010","$1,483,333"
"38",16,"Tyler Murphy",23,"",2,0,214,"6-1","Boston Col.","1/12/1992","Rook",0,"","$436,500"
"39",45,"Roosevelt Nix",23,"fb",15,3,260,"5-11","Kent St.","3/30/1992","Rook",0,"","$435,000"
"40",7,"Ben Roethlisberger*",33,"QB",12,11,240,"6-5","Miami (OH)","3/2/1982","11",12,"Pittsburgh Steelers / 1st / 11th pick / 2004","$17,245,000"
"41",8,"Josh Scobee",33,"",4,0,191,"6-1","Louisiana Tech","6/23/1982","11",-1,"Jacksonville Jaguars / 5th / 137th pick / 2004","$2,500,000"
"42",50,"Ryan Shazier",23,"LILB",12,12,237,"6-1","Ohio St.","9/6/1992","1",7,"Pittsburgh Steelers / 1st / 15th pick / 2014","$2,160,730"
"43",89,"Matt Spaeth",32,"te",13,7,270,"6-7","Minnesota","11/24/1983","8",0,"Pittsburgh Steelers / 3rd / 77th pick / 2007","$1,062,500"
"44",51,"Sean Spence",26,"lilb",15,4,231,"5-11","Miami (FL)","1/17/1989","3",3,"Pittsburgh Steelers / 3rd / 86th pick / 2012","$816,345"
"45",93,"Cam Thomas",29,"de",15,1,330,"6-3","North Carolina","12/12/1986","5",2,"San Diego Chargers / 5th / 146th pick / 2010","$2,500,000"
"46",29,"Shamarko Thomas",24,"",15,0,213,"5-9","Syracuse","2/23/1991","2",1,"Pittsburgh Steelers / 4th / 111th pick / 2013","$698,288"
"47",94,"Lawrence Timmons",29,"RILB",16,16,234,"6-1","Florida St.","5/14/1986","8",9,"Pittsburgh Steelers / 1st / 15th pick / 2007","$9,251,250"
"48",30,"Jordan Todman",25,"",11,0,195,"5-9","Connecticut","2/24/1990","4",0,"San Diego Chargers / 6th / 183rd pick / 2011","$585,000"
"49",33,"Fitzgerald Toussaint",25,"",5,0,200,"5-10","Michigan","5/4/1990","1",0,"",""
"50",91,"Stephon Tuitt",22,"DE",14,14,304,"6-6","Notre Dame","5/23/1993","1",8,"Pittsburgh Steelers / 2nd / 46th pick / 2014","$1,047,601"
"51",35,"Ross Ventrone",29,"",6,0,190,"5-8","Villanova","9/27/1986","4",0,"","$585,000"
"52",2,"Michael Vick",35,"qb",5,3,215,"6-0","Virginia Tech","6/26/1980","14",2,"Atlanta Falcons / 1st / 1st pick / 2001","$585,000"
"53",78,"Alejandro Villanueva",27,"LT",16,10,277,"6-9","Army","9/22/1988","1",6,"","$435,000"
"54",72,"Cody Wallace",31,"C",16,16,290,"6-4","Texas A&M","11/26/1984","7",8,"San Francisco 49ers / 4th / 107th pick / 2008","$1,250,000"
"55",96,"Leterrius Walton",23,"",6,0,321,"6-5","Central Michigan","3/31/1992","Rook",0,"Pittsburgh Steelers / 6th / 199th pick / 2015","$464,232"
"56",60,"Greg Warren",34,"",15,0,252,"6-3","North Carolina","10/18/1981","10",1,"","$665,000"
"57",11,"Markus Wheaton",24,"WR",16,8,189,"5-11","Oregon St.","2/7/1991","2",6,"Pittsburgh Steelers / 3rd / 79th pick / 2013","$752,844"
"58",34,"DeAngelo Williams",32,"RB",16,10,210,"5-8","Memphis","4/25/1983","9",9,"Carolina Panthers / 1st / 27th pick / 2006","$1,435,000"
"59",98,"Vince Williams",26,"",16,0,247,"6-1","Florida St.","12/27/1989","2",2,"Pittsburgh Steelers / 6th / 206th pick / 2013","$604,670"
"60",NA,"Team Total",26.7,"",16,NA,239.4,"6-1.7","","","4.0",NA,"",""
