"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"34",92,"Haloti Ngata",31,"DT",14,14,335,"6-4","Oregon","1/21/1984","9",5,"Baltimore Ravens / 1st / 12th pick / 2006","$8,500,000"
"35",74,"Michael Ola",27,"rt",9,7,278,"6-3","Hampton","4/19/1988","1",4,"",""
"36",8,"Dan Orlovsky",32,"",3,0,230,"6-5","Connecticut","8/18/1983","10",1,"Detroit Lions / 5th / 145th pick / 2005","$665,000"
"37",80,"Bear Pascoe",29,"",3,0,257,"6-5","Fresno St.","2/23/1986","6",0,"San Francisco 49ers / 6th / 184th pick / 2009",""
"38",87,"Brandon Pettigrew",30,"TE",8,8,257,"6-5","Oklahoma St.","2/23/1985","6",1,"Detroit Lions / 1st / 20th pick / 2009","$3,800,000"
"39",5,"Matt Prater",31,"",16,0,180,"5-10","Central Florida","8/10/1984","8",4,"","$1,437,500"
"40",27,"Glover Quin",29,"FS",16,16,201,"5-10","New Mexico","1/15/1986","6",6,"Houston Texans / 4th / 112th pick / 2009","$3,572,500"
"41",63,"Manuel Ramirez",32,"rg",16,7,326,"6-3","Texas Tech","2/19/1983","8",4,"Detroit Lions / 4th / 117th pick / 2007","$3,000,000"
"42",97,"Caraun Reid",24,"DT",14,12,302,"6-2","Princeton","11/23/1991","1",5,"Detroit Lions / 5th / 158th pick / 2014","$557,220"
"43",71,"Riley Reiff",27,"LT",16,16,313,"6-6","Iowa","12/1/1988","3",9,"Detroit Lions / 1st / 23rd pick / 2012","$2,543,450"
"44",25,"Theo Riddick",24,"rb",16,1,201,"5-10","Notre Dame","5/4/1991","2",7,"Detroit Lions / 6th / 199th pick / 2013","$607,750"
"45",70,"Corey Robinson",23,"",1,0,344,"6-7","South Carolina","5/21/1992","Rook",0,"Detroit Lions / 7th / 240th pick / 2015","$449,477"
"46",23,"Darius Slay",24,"CB",16,16,192,"6-0","Mississippi St.","1/1/1991","2",5,"Detroit Lions / 2nd / 36th pick / 2013","$1,442,537"
"47",9,"Matthew Stafford",27,"QB",16,16,230,"6-2","Georgia","2/7/1988","6",13,"Detroit Lions / 1st / 1st pick / 2009","$17,721,250"
"48",64,"Travis Swanson",24,"C",14,14,312,"6-5","Arkansas","1/30/1991","1",7,"Detroit Lions / 3rd / 76th pick / 2014","$699,868"
"49",52,"Darryl Tapp",31,"de",16,1,255,"6-1","Virginia Tech","9/13/1984","9",2,"Seattle Seahawks / 2nd / 63rd pick / 2006","$665,000"
"50",15,"Golden Tate",27,"WR",16,16,195,"5-11","Notre Dame","8/2/1988","5",7,"Seattle Seahawks / 2nd / 60th pick / 2010","$3,096,250"
"51",98,"Devin Taylor",26,"",15,0,266,"6-7","South Carolina","11/15/1989","2",2,"Detroit Lions / 4th / 132nd pick / 2013","$660,146"
"52",67,"Khyri Thornton",26,"",6,0,304,"6-3","Southern Miss","11/21/1989","1",0,"Green Bay Packers / 3rd / 85th pick / 2014",""
"53",72,"Laken Tomlinson",23,"LG",16,14,323,"6-3","Duke","2/9/1992","Rook",7,"Detroit Lions / 1st / 28th pick / 2015","$1,554,589"
"54",55,"Stephen Tulloch",30,"MLB",16,15,230,"5-11","North Carolina St.","1/1/1985","9",6,"Tennessee Titans / 4th / 116th pick / 2006","$5,800,000"
"55",53,"Kyle Van Noy",25,"",15,0,243,"6-3","BYU","6/19/1990","1",1,"Detroit Lions / 2nd / 40th pick / 2014","$1,159,568"
"56",66,"LaAdrian Waddle",24,"rt",8,6,330,"6-6","Texas Tech","7/21/1991","2",4,"","$849,250"
"57",93,"Tyrunn Walker",25,"dt",4,4,294,"6-3","Tulsa","3/18/1990","3",1,"","$1,750,000"
"58",75,"Larry Warford",24,"RG",13,13,332,"6-3","Kentucky","6/18/1991","2",6,"Detroit Lions / 3rd / 65th pick / 2013","$849,250"
"59",59,"Tahir Whitehead",25,"LB",16,9,233,"6-2","Temple","4/2/1990","3",4,"Detroit Lions / 5th / 138th pick / 2012","$713,000"
"60",78,"C.J. Wilson",28,"",8,0,271,"6-4","East Carolina","3/30/1987","5",1,"Green Bay Packers / 7th / 230th pick / 2010",""
"61",30,"Josh Wilson",30,"cb",8,4,189,"5-9","Maryland","3/11/1985","8",2,"Seattle Seahawks / 2nd / 55th pick / 2007","$665,000"
"62",38,"George Winn",25,"",7,0,218,"5-11","Cincinnati","11/10/1990","2",0,"",""
"63",90,"Gabe Wright",23,"dt",7,1,299,"6-3","Auburn","4/3/1992","Rook",1,"Detroit Lions / 4th / 113th pick / 2015","$565,288"
"64",83,"Tim Wright",25,"te",9,1,220,"6-4","Rutgers","4/7/1990","2",1,"","$585,000"
"65",34,"Zach Zenner",24,"rb",6,1,220,"6-0","South Dakota St.","9/13/1991","Rook",0,"","$436,666"
"66",NA,"Team Total",26.8,"",16,NA,249,"6-1.9","","","3.8",NA,"",""
