"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"24",24,"Stephon Gilmore",26,"CB",14,14,190,"6-0","South Carolina","9/19/1990","4",NA,"Buffalo Bills / 1st / 10th pick / 2012","$11,082,000"
"25",77,"Cordy Glenn",27,"T",11,11,345,"6-5","Georgia","9/18/1989","4",NA,"Buffalo Bills / 2nd / 41st pick / 2012","$6,200,000"
"26",88,"Marquise Goodwin",26,"WR",13,9,183,"5-9","Texas","11/19/1990","3",NA,"Buffalo Bills / 3rd / 78th pick / 2013","$859,719"
"27",89,"Chris Gragg",26,"TE",NA,NA,244,"6-3","Arkansas","6/30/1990","3",NA,"Buffalo Bills / 7th / 222nd pick / 2013","$689,793"
"28",20,"Corey Graham",31,"DB",14,14,187,"6-0","New Hampshire","7/25/1985","9",NA,"Chicago Bears / 5th / 168th pick / 2007","$4,775,000"
"29",72,"Ryan Groy",26,"OG",14,5,316,"6-5","Wisconsin","9/30/1990","2",NA,"","$600,000"
"30",11,"Percy Harvin",28,"WR",2,1,200,"5-11","Florida","5/28/1988","7",NA,"Minnesota Vikings / 1st / 22nd pick / 2009","$1,500,000"
"31",66,"Seantrel Henderson",24,"OT",1,0,331,"6-7","Miami (FL)","1/21/1992","2",NA,"Buffalo Bills / 7th / 237th pick / 2014","$471,543"
"32",55,"Jerry Hughes",28,"DE",14,13,253,"6-2","TCU","8/13/1988","6",NA,"Indianapolis Colts / 1st / 31st pick / 2010","$7,575,000"
"33",50,"Ramon Humber",29,"LB",14,0,232,"5-11","North Dakota St.","8/10/1987","7",NA,"","$600,000"
"34",17,"Justin Hunter",25,"WR",10,5,196,"6-4","Tennessee","5/20/1991","3",NA,"Tennessee Titans / 2nd / 34th pick / 2013","$555,884"
"35",27,"James Ihedigbo",33,"DB",4,3,202,"6-1","Massachusetts","12/3/1983","8",NA,"","$885,000"
"36",64,"Richie Incognito",33,"G",14,14,305,"6-3","Nebraska,Oregon","7/5/1983","10",NA,"St. Louis Rams / 3rd / 81st pick / 2005","$3,250,000"
"37",7,"Cardale Jones",24,"QB",NA,NA,250,"6-5","Ohio St.","9/29/1992","Rook",NA,"Buffalo Bills / 4th / 139th pick / 2016","$545,848"
"38",71,"Cyrus Kouandjio",23,"OT",10,3,322,"6-7","Alabama","7/21/1993","2",NA,"Buffalo Bills / 2nd / 44th pick / 2014","$1,311,497"
"39",90,"Shaq Lawson",22,"DE",8,1,269,"6-3","Clemson","6/17/1994","Rook",NA,"Buffalo Bills / 1st / 19th pick / 2016","$1,751,904"
"40",13,"Dezmin Lewis",24,"WR",1,0,214,"6-4","Central Arkansas","12/5/1992","1",NA,"Buffalo Bills / 7th / 234th pick / 2015","$154,411"
"41",67,"Patrick Lewis",25,"C",1,0,311,"6-1","Texas A&M","1/30/1991","3",NA,"","$1,671,000"
"42",18,"Kolby Listenbee",22,"WR",NA,NA,183,"6-1","TCU","1/25/1994","Rook",NA,"Buffalo Bills / 6th / 192nd pick / 2016","$366,233"
"43",3,"EJ Manuel",26,"QB",6,0,237,"6-5","Florida St.","3/19/1990","3",NA,"Buffalo Bills / 1st / 16th pick / 2013","$2,827,141"
"44",25,"LeSean McCoy",28,"RB",13,13,215,"5-10","Pittsburgh","7/12/1988","7",NA,"Philadelphia Eagles / 2nd / 53rd pick / 2009","$7,675,000"
"45",56,"Lerentee McCray",26,"LB",12,0,249,"6-3","Florida","8/26/1990","3",NA,"","$675,000"
"46",36,"Jonathan Meeks",27,"S",14,0,210,"6-1","Clemson","11/8/1989","3",NA,"Buffalo Bills / 5th / 143rd pick / 2013","$600,000"
"47",76,"John Miller",23,"OG",14,14,315,"6-3","Louisville","8/12/1993","1",NA,"Buffalo Bills / 3rd / 81st pick / 2015","$725,030"
"48",79,"Jordan Mills",26,"OT",14,14,316,"6-5","Louisiana Tech","12/24/1990","3",NA,"Chicago Bears / 5th / 163rd pick / 2013","$1,671,000"
"49",84,"Nick O'Leary",24,"TE",14,5,247,"6-3","Florida St.","8/31/1992","1",NA,"Buffalo Bills / 6th / 194th pick / 2015","$525,000"
"50",74,"Michael Ola",28,"T",4,0,278,"6-3","Hampton","4/19/1988","2",NA,"","$494,116"
"51",19,"Walt Powell",25,"WR",9,2,189,"5-11","Murray St.","11/23/1991","2",NA,"Arizona Cardinals / 6th / 196th pick / 2014","$600,000"
"52",59,"Reggie Ragland",23,"ILB",NA,NA,247,"6-1","Alabama","9/24/1993","Rook",NA,"Buffalo Bills / 2nd / 41st pick / 2016","$945,067"
"53",39,"Marcus Roberson",24,"CB",5,0,191,"6-0","Florida","10/4/1992","2",NA,"","$600,000"
"54",37,"Nickell Robey-Coleman",24,"CB",14,3,165,"5-8","USC","1/17/1992","3",NA,"","$1,658,333"
"55",65,"Garrison Sanborn",31,"C",14,0,222,"6-1","Florida St.","7/31/1985","7",NA,"","$1,057,500"
"56",6,"Colton Schmidt",26,"P",14,0,220,"5-11","UC Davis","10/27/1990","2",NA,"","$600,000"
"57",45,"Kevon Seymour",23,"CB",13,2,185,"6-0","USC","11/30/1993","Rook",NA,"Buffalo Bills / 6th / 218th pick / 2016","$475,089"
"58",51,"Brandon Spikes",29,"LB",11,0,250,"6-3","Florida","9/3/1987","6",NA,"New England Patriots / 2nd / 62nd pick / 2010","$600,000"
"59",15,"Brandon Tate",29,"WR",13,1,195,"6-1","North Carolina","10/5/1987","7",NA,"New England Patriots / 3rd / 83rd pick / 2009","$600,000"
"60",5,"Tyrod Taylor",27,"QB",14,14,221,"6-0","Virginia Tech","8/3/1989","5",NA,"Baltimore Ravens / 6th / 180th pick / 2011","$6,919,573"
"61",82,"Logan Thomas",25,"QB",NA,NA,248,"6-6","Virginia Tech","7/1/1991","2",NA,"Arizona Cardinals / 4th / 120th pick / 2014","$176,470"
"62",43,"Phillip Thomas",27,"FS",NA,NA,208,"6-1","Fresno St.","3/1/1989","4",NA,"Washington Redskins / 4th / 119th pick / 2013","$333,000"
"63",92,"Adolphus Washington",22,"DT",14,10,297,"6-4","Ohio St.","11/24/1994","Rook",NA,"Buffalo Bills / 3rd / 80th pick / 2016","$638,574"
"64",14,"Sammy Watkins",23,"WR",6,6,211,"6-1","Clemson","6/14/1993","2",NA,"Buffalo Bills / 1st / 4th pick / 2014","$5,436,983"
"65",30,"Corey White",26,"SS",13,3,206,"5-11","Samford","5/9/1990","4",NA,"New Orleans Saints / 5th / 162nd pick / 2012","$680,000"
"66",23,"Aaron Williams",26,"DB",7,5,195,"6-0","Texas","4/23/1990","5",NA,"Buffalo Bills / 2nd / 34th pick / 2011","$6,100,000"
"67",40,"Jonathan Williams",22,"RB",8,0,220,"5-11","Arkansas","2/2/1994","Rook",NA,"Buffalo Bills / 5th / 156th pick / 2016","$510,228"
"68",95,"Kyle Williams",33,"DT",13,13,300,"6-1","LSU","6/10/1983","10",NA,"Buffalo Bills / 5th / 134th pick / 2006","$6,250,000"
"69",70,"Eric Wood",30,"C",9,9,304,"6-4","Louisville","3/18/1986","7",NA,"Buffalo Bills / 1st / 28th pick / 2009","$6,725,000"
"70",10,"Robert Woods",24,"WR",11,8,201,"6-1","USC","4/10/1992","3",NA,"Buffalo Bills / 2nd / 41st pick / 2013","$1,548,518"
"71",94,"Jerel Worthy",26,"DT",12,0,308,"6-2","Michigan St.","4/28/1990","4",NA,"Green Bay Packers / 2nd / 51st pick / 2012","$600,000"
"72",NA,"Team Total",26.6,"",14,NA,242.4,"6-1.7","","","4.1",NA,"",""
