"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"53",10,"Kenny Stills",23,"WR",16,8,194,"6-1","Oklahoma","4/22/1992","2",3,"New Orleans Saints / 5th / 144th pick / 2013","$585,000"
"54",86,"Jake Stoneburner",26,"te",11,1,249,"6-3","Ohio St.","8/25/1989","2",0,"","$480,000"
"55",93,"Ndamukong Suh",28,"DT",16,16,307,"6-4","Nebraska","1/6/1987","5",7,"Detroit Lions / 1st / 2nd pick / 2010","$6,100,000"
"56",17,"Ryan Tannehill",27,"QB",16,16,220,"6-4","Texas A&M","7/27/1988","3",11,"Miami Dolphins / 1st / 8th pick / 2012","$4,873,364"
"57",22,"Jamar Taylor",25,"cb",12,6,192,"5-11","Boise St.","9/29/1990","2",2,"Miami Dolphins / 2nd / 54th pick / 2013","$988,950"
"58",63,"Dallas Thomas",26,"LG",16,16,306,"6-5","Tennessee","10/30/1989","2",6,"Miami Dolphins / 3rd / 77th pick / 2013","$761,594"
"59",31,"Michael Thomas",26,"S",16,12,196,"5-11","Stanford","3/17/1989","2",4,"","$585,000"
"60",96,"Robert Thomas",24,"",1,0,325,"6-3","Arkansas","2/18/1991","1",0,"",""
"61",77,"Billy Turner",24,"RG",13,12,302,"6-5","North Dakota St.","10/17/1991","1",5,"Miami Dolphins / 3rd / 67th pick / 2014","$723,000"
"62",50,"Olivier Vernon",25,"DE",16,16,261,"6-2","Miami (FL)","10/7/1990","3",7,"Miami Dolphins / 3rd / 72nd pick / 2012","$1,701,520"
"63",49,"Zach Vigil",24,"lb",16,2,238,"6-2","Utah St.","3/28/1991","Rook",2,"","$438,333"
"64",91,"Cameron Wake",33,"de",7,7,236,"6-2","Penn St.","1/30/1982","6",3,"","$10,450,000"
"65",88,"Brandon Williams",28,"",4,0,255,"6-4","Joliet J.C.; Oregon","10/12/1987","2",0,"",""
"66",34,"Damien Williams",23,"",16,0,211,"5-11","Oklahoma","4/3/1992","1",1,"","$511,666"
"67",69,"Jordan Williams",22,"",1,0,287,"6-4","Tennessee","3/23/1993","Rook",0,"",""
"68",NA,"Team Total",25.6,"",16,NA,246.1,"6-2.1","","","2.8",NA,"",""
