"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"19",91,"Fletcher Cox*",25,"DE",16,16,298,"6-4","Mississippi St.","12/13/1990","3",13,"Philadelphia Eagles / 1st / 12th pick / 2012","$3,258,036"
"20",75,"Vinny Curry",27,"",16,0,266,"6-3","Marshall","6/30/1988","3",1,"Philadelphia Eagles / 2nd / 59th pick / 2012","$1,076,038"
"21",46,"Jon Dorenbos",35,"",16,0,250,"6-0","Texas-El Paso","7/21/1980","12",1,"","$1,070,000"
"22",86,"Zach Ertz",25,"te",15,6,249,"6-5","Stanford","11/10/1990","2",6,"Philadelphia Eagles / 2nd / 35th pick / 2013","$1,467,054"
"23",41,"Randall Evans",24,"",1,0,190,"6-0","Kansas St.","12/26/1991","Rook",0,"Philadelphia Eagles / 6th / 196th pick / 2015","$112,200"
"24",66,"Andrew Gardner",29,"rg",3,3,304,"6-7","Georgia Tech","4/4/1986","6",1,"Miami Dolphins / 6th / 181st pick / 2009","$931,045"
"25",53,"Najee Goode",25,"",14,0,245,"6-0","West Virginia","6/4/1990","3",1,"Tampa Bay Buccaneers / 5th / 140th pick / 2012",""
"26",55,"Brandon Graham",27,"LB",16,10,263,"6-1","Michigan","4/3/1988","5",5,"Philadelphia Eagles / 1st / 13th pick / 2010","$6,000,000"
"27",97,"Taylor Hart",24,"de",14,1,281,"6-6","Oregon","2/22/1991","1",1,"Philadelphia Eagles / 5th / 141st pick / 2014","$563,878"
"28",79,"Tanner Hawkinson",25,"",2,0,298,"6-5","Kansas","5/14/1990","2",0,"Cincinnati Bengals / 5th / 156th pick / 2013",""
"29",58,"Jordan Hicks",23,"lb",8,5,241,"6-2","Texas","6/27/1992","Rook",4,"Philadelphia Eagles / 3rd / 84th pick / 2015","$598,183"
"30",13,"Josh Huff",24,"wr",15,4,206,"5-11","Oregon","10/14/1991","1",2,"Philadelphia Eagles / 3rd / 86th pick / 2014","$663,986"
"31",27,"Malcolm Jenkins*",28,"S",16,16,200,"6-0","Ohio St.","12/20/1987","6",8,"New Orleans Saints / 1st / 14th pick / 2009","$5,666,666"
"32",65,"Lane Johnson",25,"RT",16,16,303,"6-6","Oklahoma","5/8/1990","2",7,"Philadelphia Eagles / 1st / 4th pick / 2013","$5,225,974"
"33",52,"Brad Jones",29,"",7,0,230,"6-3","Colorado","4/1/1986","6",0,"Green Bay Packers / 7th / 218th pick / 2009","$1,150,000"
"34",8,"Donnie Jones",35,"",16,0,222,"6-2","LSU","7/5/1980","11",2,"Seattle Seahawks / 7th / 224th pick / 2004","$2,083,333"
"35",62,"Jason Kelce",28,"C",16,16,282,"6-3","Cincinnati","11/5/1987","4",6,"Philadelphia Eagles / 6th / 191st pick / 2011","$4,400,000"
"36",67,"Dennis Kelly",25,"rt",14,2,304,"6-8","Purdue","1/16/1990","3",2,"Philadelphia Eagles / 5th / 153rd pick / 2012","$707,200"
"37",95,"Mychal Kendricks",25,"LB",13,13,237,"5-11","California","9/28/1990","3",6,"Philadelphia Eagles / 2nd / 46th pick / 2012","$3,014,141"
"38",10,"Jonathan Krause",23,"",2,0,182,"5-11","Vanderbilt","1/18/1992","Rook",0,"",""
"39",96,"Bennie Logan",26,"NT",14,14,309,"6-2","LSU","12/28/1989","2",6,"Philadelphia Eagles / 3rd / 67th pick / 2013","$818,523"
"40",42,"Chris Maragos",28,"lb",15,2,200,"5-10","Wisconsin","1/6/1987","5",1,"","$1,400,000"
"41",24,"Ryan Mathews",28,"rb",13,6,220,"6-0","Fresno St.","10/10/1987","5",4,"San Diego Chargers / 1st / 12th pick / 2010","$2,000,000"
"42",81,"Jordan Matthews",23,"WR",16,13,212,"6-3","Vanderbilt","7/16/1992","1",7,"Philadelphia Eagles / 2nd / 42nd pick / 2014","$1,124,834"
"43",31,"Byron Maxwell",27,"CB",14,14,202,"6-0","Clemson","2/23/1988","4",5,"Seattle Seahawks / 6th / 173rd pick / 2011","$8,700,000"
"44",63,"David Molk",27,"",1,0,298,"6-0","Michigan","12/15/1988","3",0,"San Diego Chargers / 7th / 226th pick / 2012","$361,941"
"45",29,"DeMarco Murray",27,"RB",15,8,214,"6-0","Oklahoma","2/12/1988","4",6,"Dallas Cowboys / 3rd / 71st pick / 2011","$5,000,000"
"46",1,"Cody Parkey",23,"",3,0,193,"6-0","Auburn","2/19/1992","1",0,"","$510,000"
"47",71,"Jason Peters*",33,"LT",14,14,328,"6-4","Arkansas","1/22/1982","11",8,"","$9,050,000"
"48",30,"Ed Reynolds",24,"db",6,3,207,"6-1","Stanford","10/18/1991","1",1,"Philadelphia Eagles / 5th / 162nd pick / 2014","$112,200"
"49",35,"Denzel Rice",22,"",5,0,196,"6-1","Coastal Carolina","3/31/1993","Rook",0,"","$435,000"
"50",32,"Eric Rowe",23,"cb",16,5,204,"6-1","Utah","10/3/1992","Rook",2,"Philadelphia Eagles / 2nd / 47th pick / 2015","$887,248"
"51",59,"DeMeco Ryans",31,"LB",14,13,235,"6-1","Alabama","7/28/1984","9",6,"Houston Texans / 2nd / 33rd pick / 2006","$3,000,000"
"52",3,"Mark Sanchez",29,"qb",4,2,225,"6-2","USC","11/11/1986","6",2,"New York Jets / 1st / 5th pick / 2009","$3,750,000"
"53",90,"Marcus Smith",23,"",13,0,251,"6-3","Louisville","3/31/1992","1",1,"Philadelphia Eagles / 1st / 26th pick / 2014","$1,772,520"
"54",43,"Darren Sproles*",32,"rb",16,4,181,"5-6","Kansas St.","6/20/1983","10",6,"San Diego Chargers / 4th / 130th pick / 2005","$4,100,000"
"55",6,"Caleb Sturgis",26,"",13,0,188,"5-10","Florida","9/9/1989","2",2,"Miami Dolphins / 5th / 166th pick / 2013",""
"56",72,"Cedric Thornton",27,"DE",13,13,299,"6-6","Southern Arkansas","6/21/1988","4",5,"","$2,356,000"
"57",26,"Walter Thurmond",28,"S",16,16,186,"5-11","Oregon","8/12/1987","5",7,"Seattle Seahawks / 4th / 111th pick / 2010","$3,250,000"
"58",64,"Matt Tobin",25,"RG",16,13,303,"6-6","Iowa","6/5/1990","2",6,"","$586,668"
"59",61,"Julian Vandervelde",28,"",1,0,301,"6-2","Iowa","10/7/1987","4",0,"Philadelphia Eagles / 5th / 161st pick / 2011",""
"60",37,"Jaylen Watkins",23,"",4,0,194,"6-0","Florida","11/27/1992","1",0,"Philadelphia Eagles / 4th / 101st pick / 2014",""
"61",NA,"Team Total",26.7,"",16,NA,241.3,"6-2.0","","","3.8",NA,"",""
