"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"26",3,"Dustin Hopkins",25,"",15,0,206,"6-2","Florida St.","10/1/1990","2",4,"Buffalo Bills / 6th / 177th pick / 2013","$510,000"
"27",24,"Duke Ihenacho",26,"s",1,1,212,"6-0","San Jose St.","6/16/1989","3",0,"","$660,000"
"28",11,"DeSean Jackson",29,"WR",10,9,178,"5-10","California","12/1/1986","7",4,"Philadelphia Eagles / 2nd / 49th pick / 2008","$9,250,000"
"29",30,"Kyshoen Jarrett",22,"s",16,5,192,"5-11","Virginia Tech","5/4/1993","Rook",2,"Washington Redskins / 6th / 181st pick / 2015","$468,907"
"30",99,"Ricky Jean-Francois",29,"de",16,1,295,"6-3","LSU","11/23/1986","6",2,"San Francisco 49ers / 7th / 244th pick / 2009","$2,000,000"
"31",53,"Jackson Jeffcoat",24,"",6,0,247,"6-3","Texas","12/26/1991","1",0,"","$510,000"
"32",85,"Marcel Jensen",25,"",1,0,260,"6-6","Fresno St.","2/12/1990","1",0,"","$435,000"
"33",20,"Jeron Johnson",27,"ss",14,1,210,"5-10","Boise St.","6/12/1988","4",1,"","$1,209,375"
"34",31,"Matt Jones",22,"",13,0,235,"6-1","Florida","7/3/1993","Rook",6,"Washington Redskins / 3rd / 95th pick / 2015","$584,853"
"35",73,"Frank Kearse",27,"",4,0,315,"6-4","Alabama A&M","10/28/1988","4",0,"Miami Dolphins / 7th / 231st pick / 2011","$1,230,000"
"36",91,"Ryan Kerrigan",27,"LB",16,16,255,"6-3","Purdue","8/16/1988","4",8,"Washington Redskins / 1st / 16th pick / 2011","$6,238,000"
"37",98,"Terrance Knighton",29,"NT",15,15,295,"6-2","Temple","7/4/1986","6",7,"Jacksonville Jaguars / 3rd / 72nd pick / 2009","$4,000,000"
"38",74,"Arie Kouandjio",23,"",4,0,318,"6-5","Alabama","4/23/1992","Rook",0,"Washington Redskins / 4th / 112th pick / 2015","$565,417"
"39",77,"Shawn Lauvao",28,"lg",3,3,301,"6-3","Arizona St.","10/26/1987","5",1,"Cleveland Browns / 3rd / 92nd pick / 2010","$4,000,000"
"40",67,"Josh LeRibeus",26,"C",16,11,316,"6-3","SMU","7/2/1989","3",6,"Washington Redskins / 3rd / 71st pick / 2012","$864,081"
"41",78,"Kory Lichtensteiger",30,"c",5,5,296,"6-3","Bowling Green","3/22/1985","7",2,"Denver Broncos / 4th / 108th pick / 2008","$4,300,000"
"42",61,"Spencer Long",25,"LG",13,13,320,"6-5","Nebraska","11/8/1990","1",6,"Washington Redskins / 3rd / 78th pick / 2014","$673,450"
"43",85,"Anthony McCoy",28,"te",7,3,244,"6-5","USC","12/28/1987","5",0,"Seattle Seahawks / 6th / 185th pick / 2010","$660,000"
"44",16,"Colt McCoy",29,"",1,0,209,"6-2","Texas","9/5/1986","5",0,"Cleveland Browns / 3rd / 85th pick / 2010","$1,375,000"
"45",46,"Alfred Morris",27,"RB",16,16,219,"5-9","Florida Atlantic","12/12/1988","3",4,"Washington Redskins / 6th / 173rd pick / 2012","$1,572,775"
"46",76,"Morgan Moses",24,"RT",16,16,314,"6-6","Virginia","3/3/1991","1",9,"Washington Redskins / 3rd / 66th pick / 2014","$729,394"
"47",93,"Trent Murphy",25,"LB",16,15,250,"6-5","Stanford","12/22/1990","1",7,"Washington Redskins / 2nd / 47th pick / 2014","$1,016,545"
"48",79,"Ty Nsekhe",30,"lt",13,2,325,"6-8","Texas St.","10/27/1985","3",2,"","$510,000"
"49",90,"Stephen Paea",27,"de",11,1,306,"6-1","Oregon St.","5/11/1988","4",2,"Chicago Bears / 2nd / 53rd pick / 2011","$4,250,000"
"50",35,"Dashaun Phillips",24,"",6,0,182,"5-11","Tarleton St.","1/3/1991","1",0,"","$435,000"
"51",59,"Terrance Plummer",22,"",3,0,231,"5-11","Central Florida","6/20/1993","Rook",0,"","$112,200"
"52",86,"Jordan Reed",25,"te",14,9,236,"6-3","Florida","7/3/1990","2",8,"Washington Redskins / 3rd / 85th pick / 2013","$742,278"
"53",56,"Perry Riley",27,"lb",9,9,238,"6-1","LSU","5/3/1988","5",5,"Washington Redskins / 4th / 103rd pick / 2010","$4,049,804"
"54",12,"Andre Roberts",27,"",9,0,192,"5-11","The Citadel","1/9/1988","5",2,"Arizona Cardinals / 3rd / 88th pick / 2010","$3,750,000"
"55",52,"Keenan Robinson",26,"mlb",12,8,240,"6-3","Texas","7/7/1989","3",5,"Washington Redskins / 4th / 119th pick / 2012","$765,027"
"56",34,"Trent Robinson",25,"SS",9,8,193,"5-10","Michigan St.","2/16/1990","3",3,"San Francisco 49ers / 6th / 180th pick / 2012","$683,438"
"57",35,"Justin Rogers",27,"cb",1,1,180,"5-11","Richmond","1/16/1988","4",0,"Buffalo Bills / 7th / 206th pick / 2011","$585,000"
"58",19,"Rashad Ross",25,"",13,0,167,"6-0","Arizona St.","2/2/1990","2",3,"","$435,000"
"59",75,"Brandon Scherff",24,"RG",16,16,320,"6-5","Iowa","12/26/1991","Rook",7,"Washington Redskins / 1st / 5th pick / 2015","$3,857,388"
"60",83,"Alex Smith",33,"te",3,1,258,"6-4","Stanford","5/22/1982","10",0,"Tampa Bay Buccaneers / 3rd / 71st pick / 2005","$870,000"
"61",94,"Preston Smith",23,"lb",16,1,270,"6-5","Mississippi St.","11/17/1992","Rook",3,"Washington Redskins / 2nd / 38th pick / 2015","$1,050,791"
"62",50,"Martrell Spaight",22,"",1,0,232,"6-0","Arkansas","8/5/1993","Rook",0,"Washington Redskins / 5th / 141st pick / 2015","$494,487"
"63",57,"Nick Sundberg",28,"",16,0,245,"6-0","California","7/29/1987","5",1,"","$1,112,500"
"64",39,"Pierre Thomas",31,"",4,0,210,"5-11","Illinois","12/18/1984","8",1,"","$745,000"
"65",25,"Chris Thompson",25,"",13,0,195,"5-8","Florida St.","10/20/1990","2",3,"Washington Redskins / 5th / 154th pick / 2013","$585,000"
"66",5,"Tress Way",25,"",16,0,215,"6-1","Oklahoma","4/18/1990","1",2,"","$510,000"
"67",71,"Trent Williams*",27,"LT",14,14,315,"6-5","Oklahoma","7/19/1988","5",13,"Washington Redskins / 1st / 4th pick / 2010","$10,680,388"
"68",36,"Darrel Young",28,"fb",16,3,248,"5-11","Villanova","4/8/1987","5",0,"","$1,533,334"
"69",NA,"Team Total",26.5,"",16,NA,240.3,"6-1.6","","","3.4",NA,"",""
