"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"17",23,"Kurtis Drummond",24,"S",NA,NA,202,"6-1","Michigan St.,Michigan St.","1/29/1992","1",NA,"","$349,666"
"18",34,"Tyler Ervin",23,"RB",10,0,192,"5-10","San Jose St.","10/7/1993","Rook",NA,"Houston Texans / 4th / 119th pick / 2016","$586,892"
"19",7,"Ka'imi Fairbairn",22,"K",NA,NA,185,"6-0","","1/29/1994","Rook",NA,"","$333,000"
"20",87,"C.J. Fiedorowicz",25,"TE",13,13,265,"6-6","Iowa","10/22/1991","2",NA,"Houston Texans / 3rd / 65th pick / 2014","$860,826"
"21",15,"Will Fuller",22,"WR",12,11,186,"6-0","Notre Dame","4/16/1994","Rook",NA,"Houston Texans / 1st / 21st pick / 2016","$1,848,057"
"22",84,"Ryan Griffin",26,"TE",14,4,216,"6-6","Connecticut","1/11/1990","3",NA,"Houston Texans / 6th / 201st pick / 2013","$694,670"
"23",41,"Jonathan Grimes",27,"RB",8,0,207,"5-10","William & Mary","12/21/1989","4",NA,"","$900,000"
"24",29,"Andre Hal",24,"CB",13,11,188,"5-10","Vanderbilt","5/30/1992","2",NA,"Houston Texans / 7th / 216th pick / 2014","$617,281"
"25",93,"Joel Heath",23,"DE",10,4,293,"6-6","","6/18/1993","Rook",NA,"","$450,000"
"26",10,"DeAndre Hopkins",24,"WR",14,14,214,"6-1","Clemson","6/6/1992","3",NA,"Houston Texans / 1st / 27th pick / 2013","$2,426,678"
"27",33,"Akeem Hunt",23,"RB",6,0,184,"5-9","Purdue","2/22/1993","1",NA,"","$525,000"
"28",25,"Kareem Jackson",28,"DB",12,10,192,"5-10","Alabama","4/10/1988","6",NA,"Houston Texans / 1st / 20th pick / 2010","$8,437,500"
"29",30,"Kevin Johnson",24,"CB",6,3,175,"6-0","Wake Forest","8/5/1992","1",NA,"Houston Texans / 1st / 16th pick / 2015","$2,283,957"
"30",20,"Don Jones",26,"SS",7,1,205,"5-11","Arkansas St.","5/14/1990","3",NA,"Miami Dolphins / 7th / 250th pick / 2013","$1,671,000"
"31",24,"Johnathan Joseph",32,"DB",12,11,185,"5-11","South Carolina","4/16/1984","10",NA,"Cincinnati Bengals / 1st / 24th pick / 2006","$7,000,000"
"32",94,"Ufomba Kamalu",24,"DE",3,1,297,"6-6","","11/2/1992","Rook",NA,"","$158,820"
"33",63,"Kendall Lamm",24,"T",13,3,305,"6-6","Appalachian St.","6/5/1992","1",NA,"","$525,666"
"34",9,"Shane Lechler",40,"P",14,0,225,"6-2","Texas A&M","8/7/1976","16",NA,"Oakland Raiders / 5th / 142nd pick / 2000","$1,800,000"
"35",65,"Greg Mancz",24,"C",14,14,307,"6-5","Toledo","4/23/1992","1",NA,"","$527,000"
"36",66,"Nick Martin",23,"C",NA,NA,299,"6-4","Notre Dame","7/28/1993","Rook",NA,"Houston Texans / 2nd / 50th pick / 2016","$751,177"
"37",55,"Benardrick McKinney",24,"ILB",14,14,246,"6-4","Mississippi St.","11/19/1992","1",NA,"Houston Texans / 2nd / 43rd pick / 2015","$1,214,801"
"38",59,"Whitney Mercilus",26,"DE",13,13,261,"6-3","Illinois","7/21/1990","4",NA,"Houston Texans / 1st / 26th pick / 2012","$5,800,000"
"39",13,"Braxton Miller",24,"WR",10,6,204,"6-1","Ohio St.","5/26/1992","Rook",NA,"Houston Texans / 3rd / 85th pick / 2016","$627,275"
"40",26,"Lamar Miller",25,"RB",14,14,215,"5-11","Miami (FL)","4/25/1991","4",NA,"Miami Dolphins / 4th / 97th pick / 2012","$5,500,000"
"41",43,"Corey Moore",NA,"S",14,6,206,"6-2","","","1",NA,"","$450,000"
"42",12,"Keith Mumphery",24,"WR",9,2,215,"6-0","Michigan St.","6/5/1992","1",NA,"Houston Texans / 5th / 175th pick / 2015","$566,563"
"43",32,"Robert Nelson",26,"FS",9,0,175,"5-10","Arizona St.","2/16/1990","2",NA,"","$600,000"
"44",72,"Derek Newton",29,"OL",6,6,311,"6-5","Arkansas St.","11/16/1987","5",NA,"Houston Texans / 7th / 214th pick / 2011","$5,500,000"
"45",8,"Nick Novak",35,"K",14,0,191,"6-0","Maryland","8/21/1981","11",NA,"","$680,000"
"46",17,"Brock Osweiler",26,"QB",14,14,240,"6-7","Arizona St.","11/22/1990","4",NA,"Denver Broncos / 2nd / 57th pick / 2012","$12,000,000"
"47",52,"Brian Peters",28,"LB",10,0,235,"6-4","Northwestern","10/31/1988","1",NA,"","$525,000"
"48",35,"Eddie Pleasant",28,"SS",12,0,208,"5-10","Oregon","12/17/1988","4",NA,"","$1,036,000"
"49",45,"Jay Prosch",24,"FB",14,1,254,"6-1","Auburn","8/21/1992","2",NA,"Houston Texans / 6th / 211th pick / 2014","$619,670"
"50",77,"David Quessenberry",26,"OT",NA,NA,302,"6-5","San Jose St.","8/24/1990","3",NA,"Houston Texans / 6th / 176th pick / 2013","$361,363"
"51",98,"D.J. Reader",22,"DT",14,5,340,"6-3","Clemson","7/1/1994","Rook",NA,"Houston Texans / 5th / 166th pick / 2016","$503,845"
"52",22,"Denzel Rice",23,"DB",2,0,196,"6-1","Coastal Carolina","3/31/1993","1",NA,"","$123,528"
"53",48,"Gerald Rivers",26,"DE",NA,NA,249,"6-5","Ole Miss","6/22/1990","3",NA,"","$348,000"
"54",3,"Tom Savage",26,"QB",1,0,228,"6-4","Pittsburgh,Rutgers","4/26/1990","2",NA,"Houston Texans / 4th / 135th pick / 2014","$675,146"
"55",57,"Brennan Scarlett",23,"LB",6,0,264,"6-4","","7/31/1993","Rook",NA,"","$450,000"
"56",51,"John Simon",26,"DE",10,5,257,"6-1","Ohio St.","10/14/1990","3",NA,"Baltimore Ravens / 4th / 129th pick / 2013","$1,671,000"
"57",94,"Antonio Smith",35,"DE",11,0,274,"6-3","Oklahoma St.","10/21/1981","12",NA,"Arizona Cardinals / 5th / 135th pick / 2004","$811,176"
"58",91,"Devon Still",27,"DT",3,0,305,"6-5","Penn St.","7/11/1989","4",NA,"Cincinnati Bengals / 2nd / 53rd pick / 2012","$675,000"
"59",11,"Jaelen Strong",22,"WR",8,2,215,"6-3","Arizona St.","1/25/1994","1",NA,"Houston Texans / 3rd / 70th pick / 2015","$762,995"
"60",71,"Xavier Su'a-Filo",25,"OG",14,13,307,"6-4","UCLA","1/1/1991","2",NA,"Houston Texans / 2nd / 33rd pick / 2014","$1,514,073"
"61",73,"Josh Walker",25,"G",1,0,328,"6-4","Middle Tenn. St.","6/2/1991","2",NA,"","$525,000"
"62",49,"Tony Washington",26,"WR",NA,NA,200,"5-10","Appalachian St.","10/18/1990","2",NA,"","$450,000"
"63",99,"J.J. Watt",27,"DE",3,3,290,"6-6","Central Michigan,Wisconsin","3/22/1989","5",NA,"Houston Texans / 1st / 11th pick / 2011","$10,500,000"
"64",5,"Brandon Weeden",33,"QB",NA,NA,221,"6-4","Oklahoma St.","10/14/1983","4",NA,"Cleveland Browns / 1st / 22nd pick / 2012","$1,737,500"
"65",46,"Jon Weeks",30,"C",14,0,255,"5-10","Baylor","2/17/1986","6",NA,"","$875,000"
"66",75,"Vince Wilfork",35,"NT",13,13,325,"6-2","Miami (FL)","11/4/1981","12",NA,"New England Patriots / 1st / 21st pick / 2004","$5,500,000"
"67",82,"Wendall Williams",26,"WR",1,0,185,"5-10","","9/18/1990","Rook",NA,"","$79,410"
"68",NA,"Team Total",25.8,"",14,NA,244,"6-2.0","","","3.4",NA,"",""
