"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"27",68,"Joe Hawley",28,"G",13,13,297,"6-3","UNLV","10/22/1988","6",NA,"Atlanta Falcons / 4th / 117th pick / 2010","$2,500,000"
"28",15,"Josh Huff",25,"WR",2,0,206,"5-11","Oregon","10/14/1991","2",NA,"Philadelphia Eagles / 3rd / 86th pick / 2014","$141,176"
"29",67,"John Hughes",28,"DT",4,0,304,"6-2","Cincinnati","4/27/1988","4",NA,"Cleveland Browns / 3rd / 87th pick / 2012","$760,000"
"30",11,"Adam Humphries",23,"WR",13,4,195,"5-11","Clemson","1/24/1993","1",NA,"","$525,000"
"31",83,"Vincent Jackson",33,"WR",5,5,241,"6-5","Northern Colorado","1/14/1983","11",NA,"San Diego Chargers / 2nd / 61st pick / 2005","$9,777,777"
"32",94,"George Johnson",29,"DE",NA,NA,265,"6-4","Rutgers","12/11/1987","5",NA,"","$2,000,000"
"33",95,"Howard Jones",26,"LB",8,0,238,"6-4","Shepherd","2/10/1990","2",NA,"","$525,000"
"34",75,"DaVonte Lambert",22,"DT",9,3,282,"6-2","","6/23/1994","Rook",NA,"","$450,000"
"35",52,"Cameron Lynch",23,"LB",10,0,229,"5-11","Syracuse","8/4/1993","1",NA,"","$401,470"
"36",74,"Ali Marpet",23,"C",14,14,307,"6-4","Hobart","4/17/1993","1",NA,"Tampa Bay Buccaneers / 2nd / 61st pick / 2015","$606,527"
"37",22,"Doug Martin",27,"RB",8,8,223,"5-9","Boise St.","1/13/1989","4",NA,"Tampa Bay Buccaneers / 1st / 31st pick / 2012","$4,000,000"
"38",16,"Freddie Martino",25,"WR",11,0,195,"6-0","North Greenville","9/7/1991","2",NA,"","$463,230"
"39",93,"Gerald McCoy",28,"DT",13,13,295,"6-4","Oklahoma","2/25/1988","6",NA,"Tampa Bay Buccaneers / 1st / 3rd pick / 2010","$6,000,000"
"40",98,"Clinton McDonald",29,"DT",10,10,289,"6-1","Memphis","1/6/1987","7",NA,"Cincinnati Bengals / 7th / 249th pick / 2009","$2,750,000"
"41",30,"Bradley McDougald",26,"FS",14,14,215,"6-0","Kansas","11/15/1990","3",NA,"","$2,553,000"
"42",82,"Brandon Myers",31,"TE",14,8,250,"6-4","Iowa","9/4/1985","7",NA,"Oakland Raiders / 6th / 202nd pick / 2009","$1,750,000"
"43",64,"Kevin Pamphile",26,"OT",12,12,310,"6-5","Purdue","11/27/1990","2",NA,"Tampa Bay Buccaneers / 5th / 149th pick / 2014","$600,000"
"44",15,"Bernard Reedy",25,"WR",NA,NA,175,"5-9","Toledo","12/31/1991","2",NA,"",""
"45",26,"Josh Robinson",25,"CB",14,0,199,"5-10","Central Florida","1/8/1991","4",NA,"Minnesota Vikings / 3rd / 66th pick / 2012","$1,500,000"
"46",32,"Jacquizz Rodgers",26,"RB",8,3,190,"5-7","Oregon St.","2/6/1990","5",NA,"Atlanta Falcons / 5th / 145th pick / 2011","$715,294"
"47",96,"Ryan Russell",24,"DE",6,0,267,"6-5","Purdue","1/17/1992","1",NA,"Dallas Cowboys / 5th / 163rd pick / 2015","$525,000"
"48",89,"Russell Shepard",26,"WR",12,2,195,"6-1","LSU","9/17/1990","3",NA,"","$1,671,000"
"49",6,"Cecil Shorts",29,"WR",9,5,200,"6-0","Mount Union","12/22/1987","5",NA,"Jacksonville Jaguars / 4th / 114th pick / 2011","$800,000"
"50",70,"Sealver Siliga",26,"DT",4,0,300,"6-3","Utah","4/26/1990","5",NA,"","$760,000"
"51",34,"Charles Sims",26,"RB",6,2,214,"6-0","West Virginia","9/19/1990","2",NA,"Tampa Bay Buccaneers / 3rd / 69th pick / 2014","$650,000"
"52",36,"Antone Smith",31,"RB",3,0,190,"5-9","Florida St.","9/17/1985","6",NA,"","$491,176"
"53",51,"Daryl Smith",34,"LB",14,11,235,"6-2","Georgia Tech","3/14/1982","12",NA,"Jacksonville Jaguars / 2nd / 39th pick / 2004","$1,350,000"
"54",76,"Donovan Smith",23,"OT",14,13,341,"6-6","Penn St.","6/23/1993","1",NA,"Tampa Bay Buccaneers / 2nd / 34th pick / 2015","$710,857"
"55",56,"Jacquies Smith",26,"DE",1,0,260,"6-2","Missouri","3/18/1990","4",NA,"","$600,000"
"56",29,"Ryan Smith",23,"CB",12,0,189,"5-11","North Carolina Central","9/7/1993","Rook",NA,"Tampa Bay Buccaneers / 4th / 108th pick / 2016","$450,000"
"57",97,"Akeem Spence",25,"DT",14,4,307,"6-1","Illinois","11/29/1991","3",NA,"Tampa Bay Buccaneers / 4th / 100th pick / 2013","$1,671,000"
"58",57,"Noah Spence",NA,"DE",14,2,251,"6-2","Ohio St.,East. Kentucky","0/0/0","Rook",NA,"Tampa Bay Buccaneers / 2nd / 39th pick / 2016","$450,000"
"59",88,"Luke Stocker",28,"TE",10,8,255,"6-5","Tennessee","7/17/1988","5",NA,"Tampa Bay Buccaneers / 4th / 104th pick / 2011","$1,600,000"
"60",73,"J.R. Sweezy",27,"G",NA,NA,296,"6-5","North Carolina St.","4/8/1989","4",NA,"Seattle Seahawks / 7th / 225th pick / 2012","$4,500,000"
"61",37,"Keith Tandy",27,"CB",14,3,202,"5-10","West Virginia","2/12/1989","4",NA,"Tampa Bay Buccaneers / 6th / 174th pick / 2012","$760,000"
"62",21,"Alterraun Verner",28,"DB",14,3,181,"5-10","UCLA","12/13/1988","6",NA,"Tennessee Titans / 4th / 104th pick / 2010","$6,750,000"
"63",66,"Leonard Wester",23,"T",2,0,305,"6-6","","1/3/1993","Rook",NA,"","$450,000"
"64",3,"Jameis Winston",22,"QB",14,14,232,"6-4","Florida St.","1/6/1994","1",NA,"Tampa Bay Buccaneers / 1st / 1st pick / 2015","$525,000"
"65",NA,"Team Total",24.9,"",14,NA,240,"6-1.8","","","35.3",NA,"",""
