"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"39",21,"Patrick Peterson*+",25,"LCB",16,16,220,"6-0","LSU","7/11/1990","4",12,"Arizona Cardinals / 1st / 5th pick / 2011","$14,791,491"
"40",25,"Jerraud Powers",28,"RCB",13,13,190,"5-9","Auburn","7/19/1987","6",4,"Indianapolis Colts / 3rd / 92nd pick / 2009","$5,350,000"
"41",90,"Cory Redding",35,"",12,0,285,"6-4","Texas","11/15/1980","12",2,"Detroit Lions / 3rd / 66th pick / 2003","$2,000,000"
"42",92,"Frostee Rucker",32,"DT",13,13,270,"6-3","USC","9/14/1983","8",7,"Cincinnati Bengals / 3rd / 91st pick / 2006","$2,181,875"
"43",63,"Lyle Sendlein",31,"C",15,15,299,"6-3","Texas","3/16/1984","8",8,"","$2,000,000"
"44",53,"A.Q. Shipley",29,"c",12,3,290,"5-11","Penn St.","5/22/1986","6",2,"Pittsburgh Steelers / 7th / 226th pick / 2009","$735,000"
"45",79,"Bradley Sowell",26,"",16,0,316,"6-7","Mississippi","6/6/1989","3",1,"","$760,000"
"46",5,"Drew Stanton",31,"",7,0,236,"6-3","Michigan St.","5/7/1984","7",0,"Detroit Lions / 2nd / 43rd pick / 2007","$3,866,668"
"47",91,"Ed Stinson",25,"dt",15,2,287,"6-3","Alabama","2/15/1990","1",2,"Arizona Cardinals / 5th / 160th pick / 2014","$556,685"
"48",36,"D.J. Swearinger",24,"db",4,1,208,"5-11","South Carolina","9/1/1991","2",1,"Houston Texans / 2nd / 57th pick / 2013","$585,000"
"49",30,"Stepfan Taylor",24,"",16,0,214,"5-9","Stanford","6/9/1991","2",0,"Arizona Cardinals / 5th / 140th pick / 2013","$635,125"
"50",68,"Jared Veldheer",28,"LT",16,16,322,"6-8","Hillsdale","6/14/1987","5",11,"Oakland Raiders / 3rd / 69th pick / 2010","$8,500,000"
"51",78,"Earl Watford",25,"rt",7,2,300,"6-4","James Madison","6/24/1990","2",2,"Arizona Cardinals / 4th / 116th pick / 2013","$693,716"
"52",55,"Sean Weatherspoon",28,"",14,0,241,"6-1","Missouri","12/29/1987","5",1,"Atlanta Falcons / 1st / 19th pick / 2010","$3,850,000"
"53",27,"Corey White",25,"",3,0,206,"5-11","Samford","5/9/1990","3",0,"New Orleans Saints / 5th / 162nd pick / 2012","$194,117"
"54",33,"Kerwynn Williams",24,"",6,0,196,"5-8","Utah St.","6/9/1991","2",1,"Indianapolis Colts / 7th / 230th pick / 2013","$150,000"
"55",94,"Xavier Williams",23,"",4,0,311,"6-4","Northern Iowa","1/18/1992","Rook",0,"","$437,666"
"56",56,"LaMarr Woodley",31,"lb",10,7,266,"6-2","Michigan","11/3/1984","8",4,"Pittsburgh Steelers / 2nd / 46th pick / 2007","$665,000"
"57",NA,"Team Total",27,"",16,NA,246.2,"6-2.1","","","4.0",NA,"",""
