"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"48",76,"Joe Reitz",31,"T",11,6,256,"6-7","West. Michigan","8/24/1985","5",NA,"","$3,250,000"
"49",46,"Luke Rhodes",24,"LB",2,0,242,"6-2","","12/2/1992","Rook",NA,"","$105,880"
"50",91,"Hassan Ridgeway",22,"DT",14,4,317,"6-3","Texas","11/2/1994","Rook",NA,"Indianapolis Colts / 4th / 116th pick / 2016","$590,055"
"51",25,"Patrick Robinson",29,"DB",7,6,190,"5-11","Florida St.","9/7/1987","6",NA,"New Orleans Saints / 1st / 32nd pick / 2010","$4,000,000"
"52",3,"Chester Rogers",22,"WR",12,2,180,"6-1","","1/12/1994","Rook",NA,"","$450,000"
"53",65,"Kristjan Sokoli",25,"DT",NA,NA,300,"6-5","Buffalo","9/24/1991","1",NA,"Seattle Seahawks / 6th / 214th pick / 2015",""
"54",81,"Devin Street",25,"WR",3,0,198,"6-3","Pittsburgh","3/30/1991","2",NA,"Dallas Cowboys / 5th / 146th pick / 2014","$529,411"
"55",86,"Erik Swoope",24,"TE",14,4,246,"6-5","Miami (FL)","5/8/1992","2",NA,"","$450,000"
"56",69,"Hugh Thornton",25,"OG",NA,NA,320,"6-3","Illinois","6/28/1991","3",NA,"Indianapolis Colts / 3rd / 86th pick / 2013","$1,807,345"
"57",28,"Jordan Todman",26,"RB",14,0,195,"5-9","Connecticut","2/24/1990","5",NA,"San Diego Chargers / 6th / 183rd pick / 2011","$600,000"
"58",16,"Scott Tolzien",29,"QB",3,1,205,"6-3","Wisconsin","9/4/1987","5",NA,"","$1,500,000"
"59",33,"Robert Turbin",27,"RB",13,0,222,"5-10","Utah St.","12/2/1989","4",NA,"Seattle Seahawks / 4th / 106th pick / 2012","$600,000"
"60",4,"Adam Vinatieri",44,"K",14,0,202,"6-0","South Dakota St.","12/28/1972","20",NA,"","$3,250,000"
"61",67,"Jeremy Vujnovich",26,"T",2,0,290,"6-5","Louisiana College","10/12/1990","2",NA,"","$370,580"
"62",93,"Erik Walden",31,"DE",14,14,238,"6-2","Middle Tenn. St.","8/21/1985","8",NA,"Dallas Cowboys / 6th / 167th pick / 2008","$4,250,000"
"63",31,"Duke Williams",26,"SS",NA,NA,201,"5-11","Nevada","10/15/1990","3",NA,"Buffalo Bills / 4th / 105th pick / 2013","$119,117"
"64",37,"Frankie Williams",23,"CB",3,0,190,"5-9","","3/28/1993","Rook",NA,"","$450,000"
"65",36,"Andrew Williamson",24,"S",NA,NA,212,"6-1","","11/18/1992","Rook",NA,"","$334,833"
"66",NA,"Team Total",26.6,"",14,NA,241.1,"6-1.7","","","3.9",NA,"",""
