"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"34",60,"T.J. Johnson",26,"C",14,0,310,"6-4","South Carolina","7/17/1990","3",NA,"Cincinnati Bengals / 7th / 251st pick / 2013","$600,000"
"35",24,"Adam Jones",33,"DB",14,14,187,"5-11","West Virginia","9/30/1983","11",NA,"Tennessee Titans / 1st / 6th pick / 2005","$7,604,166"
"36",27,"Dre Kirkpatrick",27,"CB",13,13,186,"6-1","Alabama","10/26/1989","4",NA,"Cincinnati Bengals / 1st / 17th pick / 2012","$7,507,000"
"37",81,"Tyler Kroft",24,"TE",14,11,240,"6-5","Rutgers","10/15/1992","1",NA,"Cincinnati Bengals / 3rd / 85th pick / 2015","$712,444"
"38",11,"Brandon LaFell",30,"WR",14,12,208,"6-2","LSU","11/4/1986","6",NA,"Carolina Panthers / 3rd / 78th pick / 2010","$2,437,500"
"39",58,"Rey Maualuga",29,"LB",12,6,254,"6-1","USC","1/20/1987","7",NA,"Cincinnati Bengals / 2nd / 38th pick / 2009","$4,084,375"
"40",5,"A.J. McCarron",26,"QB",1,0,220,"6-3","Alabama","9/13/1990","2",NA,"Cincinnati Bengals / 5th / 164th pick / 2014","$645,413"
"41",70,"Cedric Ogbuehi",24,"OT",13,11,300,"6-5","Texas A&M","4/25/1992","1",NA,"Cincinnati Bengals / 1st / 21st pick / 2015","$2,119,472"
"42",30,"Cedric Peerman",30,"RB",4,0,210,"5-9","Virginia","10/10/1986","7",NA,"Baltimore Ravens / 6th / 185th pick / 2009","$1,210,000"
"43",94,"Domata Peko",32,"DT",14,14,307,"6-3","Michigan St.","11/27/1984","10",NA,"Cincinnati Bengals / 4th / 123rd pick / 2006","$3,725,000"
"44",57,"Vincent Rey",29,"LB",14,10,241,"6-0","Duke","9/6/1987","6",NA,"","$4,500,000"
"45",38,"KeiVarae Russell",23,"CB",4,0,196,"5-11","Notre Dame","10/19/1993","Rook",NA,"Kansas City Chiefs / 3rd / 74th pick / 2016","$423,529"
"46",26,"Josh Shaw",24,"CB",14,10,198,"6-1","USC","3/27/1992","1",NA,"Cincinnati Bengals / 4th / 120th pick / 2015","$648,431"
"47",92,"Pat Sims",31,"DT",14,0,312,"6-4","Auburn","11/29/1985","8",NA,"Cincinnati Bengals / 3rd / 77th pick / 2008","$1,225,000"
"48",31,"Derron Smith",24,"FS",10,0,197,"5-11","Fresno St.","2/4/1992","1",NA,"Cincinnati Bengals / 6th / 197th pick / 2015","$554,658"
"49",98,"Brandon Thompson",27,"DT",NA,NA,314,"6-2","Clemson","10/19/1989","4",NA,"Cincinnati Bengals / 3rd / 93rd pick / 2012","$642,823"
"50",87,"C.J. Uzomah",23,"TE",8,6,262,"6-5","Auburn","1/14/1993","1",NA,"Cincinnati Bengals / 5th / 157th pick / 2015","$578,190"
"51",59,"Nick Vigil",23,"ILB",14,0,230,"6-2","Utah St.","8/20/1993","Rook",NA,"Cincinnati Bengals / 3rd / 87th pick / 2016","$623,907"
"52",63,"Christian Westerman",23,"OG",NA,NA,296,"6-3","Arizona St.","2/23/1993","Rook",NA,"Cincinnati Bengals / 5th / 161st pick / 2016","$507,924"
"53",77,"Andrew Whitworth",35,"T",14,14,325,"6-7","LSU","12/12/1981","10",NA,"Cincinnati Bengals / 2nd / 55th pick / 2006","$8,000,000"
"54",69,"DeShawn Williams",24,"DT",3,0,295,"6-1","","12/29/1992","Rook",NA,"","$450,000"
"55",36,"Shawn Williams",25,"SS",13,13,213,"6-0","Georgia","5/13/1991","3",NA,"Cincinnati Bengals / 3rd / 84th pick / 2013","$4,188,986"
"56",73,"Eric Winston",33,"T",14,2,305,"6-6","Miami (FL)","11/17/1983","10",NA,"Houston Texans / 3rd / 66th pick / 2006","$1,090,000"
"57",86,"James Wright",25,"WR",11,2,203,"6-2","LSU","12/31/1991","2",NA,"Cincinnati Bengals / 7th / 239th pick / 2014","$612,456"
"58",68,"Kevin Zeitler",26,"G",14,14,315,"6-4","Wisconsin","3/8/1990","4",NA,"Cincinnati Bengals / 1st / 27th pick / 2012","$8,070,000"
"59",NA,"Team Total",26.9,"",14,NA,241.3,"6-2.3","","","4.2",NA,"",""
