"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"47",6,"Thomas Morstead",30,"P",14,0,228,"6-4","SMU","3/8/1986","7",NA,"New Orleans Saints / 5th / 164th pick / 2009","$900,000"
"48",23,"Marcus Murphy",25,"RB",3,0,188,"5-8","Missouri","10/3/1991","1",NA,"New Orleans Saints / 7th / 230th pick / 2015","$525,000"
"49",93,"David Onyemata",NA,"DT",14,0,300,"6-4","Manitoba","0/0/0","Rook",NA,"New Orleans Saints / 4th / 120th pick / 2016","$450,000"
"50",75,"Andrus Peat",23,"OT",13,13,312,"6-7","Stanford","11/4/1993","1",NA,"New Orleans Saints / 1st / 13th pick / 2015","$952,887"
"51",77,"D.J. Pettway",24,"DL",NA,NA,270,"6-2","","9/19/1992","Rook",NA,"","$450,000"
"52",86,"John Phillips",29,"TE",6,2,250,"6-5","Virginia","6/11/1987","7",NA,"Dallas Cowboys / 6th / 208th pick / 2009","$600,000"
"53",43,"Jimmy Pruitt",24,"DB",NA,NA,203,"6-0","","11/28/1992","Rook",NA,"","$450,000"
"54",99,"Sheldon Rankins",22,"DT",7,0,299,"6-1","Louisville","4/2/1994","Rook",NA,"New Orleans Saints / 1st / 12th pick / 2016","$450,000"
"55",52,"Craig Robertson",28,"LB",13,13,229,"6-1","North Texas","2/11/1988","5",NA,"","$765,000"
"56",33,"Jamarca Sanford",31,"DB",NA,NA,200,"5-10","Mississippi","8/27/1985","7",NA,"Minnesota Vikings / 7th / 231st pick / 2009","$885,000"
"57",83,"Willie Snead",24,"WR",13,4,195,"5-11","Ball St.","10/17/1992","2",NA,"","$525,000"
"58",64,"Zach Strief",33,"G",14,14,349,"6-7","Northwestern","9/22/1983","10",NA,"New Orleans Saints / 7th / 210th pick / 2006","$1,000,000"
"59",54,"Nathan Stupar",28,"OLB",14,6,241,"6-2","Penn St.","3/14/1988","4",NA,"Oakland Raiders / 7th / 230th pick / 2012","$675,000"
"60",27,"Damian Swann",24,"CB",NA,NA,180,"6-0","Georgia","12/4/1992","1",NA,"New Orleans Saints / 5th / 167th pick / 2015","$348,000"
"61",63,"Darryl Tapp",32,"DE",14,2,255,"6-1","Virginia Tech","9/13/1984","10",NA,"Seattle Seahawks / 2nd / 63rd pick / 2006","$985,000"
"62",13,"Michael Thomas",23,"WR",13,10,212,"6-3","Ohio St.","3/3/1993","Rook",NA,"New Orleans Saints / 2nd / 47th pick / 2016","$450,000"
"63",57,"Jason Trusnik",32,"DE",1,0,241,"6-4","Ohio Northern","6/6/1984","9",NA,"","$156,176"
"64",78,"Landon Turner",23,"OL",4,1,325,"6-4","","5/15/1993","Rook",NA,"","$450,000"
"65",60,"Max Unger",30,"C",13,13,299,"6-4","Oregon","4/14/1986","7",NA,"Seattle Seahawks / 2nd / 49th pick / 2009","$850,000"
"66",32,"Kenny Vaccaro",25,"FS",11,11,214,"6-0","Texas","2/15/1991","3",NA,"New Orleans Saints / 1st / 15th pick / 2013","$1,690,188"
"67",28,"B.W. Webb",26,"CB",12,5,184,"5-10","William & Mary","5/3/1990","3",NA,"Dallas Cowboys / 4th / 114th pick / 2013","$635,294"
"68",25,"P.J. Williams",23,"CB",2,2,196,"6-0","Florida St.","6/1/1993","Rook",NA,"New Orleans Saints / 3rd / 78th pick / 2015","$550,000"
"69",24,"Kyle Wilson",29,"DB",NA,NA,190,"5-10","Boise St.","5/30/1987","6",NA,"New York Jets / 1st / 29th pick / 2010","$760,000"
"70",67,"Avery Young",24,"T",NA,NA,305,"6-6","","11/12/1992","Rook",NA,"","$408,705"
"71",NA,"Team Total",26.5,"",14,NA,241.6,"6-1.8","","","3.8",NA,"",""
