"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"34",97,"Roy Miller",29,"DT",6,6,301,"6-1","Texas","7/9/1987","7",NA,"Tampa Bay Buccaneers / 3rd / 81st pick / 2009","$3,975,000"
"35",2,"Jason Myers",25,"K",14,0,180,"5-10","Marist","5/12/1991","1",NA,"","$525,000"
"36",91,"Yannick Ngakoue",21,"OLB",14,13,250,"6-2","Maryland","3/31/1995","Rook",NA,"Jacksonville Jaguars / 3rd / 69th pick / 2016","$664,044"
"37",3,"Brad Nortman",27,"P",14,0,213,"6-2","Wisconsin","9/12/1989","4",NA,"Carolina Panthers / 6th / 207th pick / 2012","$2,150,000"
"38",75,"Jared Odrick",29,"DT",6,6,301,"6-5","Penn St.","12/31/1987","6",NA,"Miami Dolphins / 1st / 28th pick / 2010","$8,000,000"
"39",77,"Patrick Omameh",27,"G",10,7,305,"6-4","Michigan","12/29/1989","3",NA,"","$675,000"
"40",78,"Jermey Parnell",30,"T",14,14,245,"6-8","Mississippi","7/20/1986","5",NA,"","$6,500,000"
"41",53,"Sean Porter",25,"OLB",2,0,229,"6-1","Texas A&M","1/12/1991","3",NA,"Cincinnati Bengals / 4th / 118th pick / 2013","$141,176"
"42",51,"Paul Posluszny",32,"LB",14,14,238,"6-2","Penn St.","10/10/1984","9",NA,"Buffalo Bills / 2nd / 34th pick / 2007","$5,104,166"
"43",73,"Jeremiah Poutasi",22,"OT",1,1,322,"6-6","Utah","8/7/1994","1",NA,"Tennessee Titans / 3rd / 66th pick / 2015","$525,000"
"44",52,"Hayes Pullard",NA,"ILB",14,0,236,"6-0","USC","","1",NA,"Cleveland Browns / 7th / 219th pick / 2015","$525,000"
"45",20,"Jalen Ramsey",22,"FS",14,14,209,"6-1","Florida St.","10/24/1994","Rook",NA,"Jacksonville Jaguars / 1st / 5th pick / 2016","$4,245,636"
"46",64,"Chris Reed",24,"G",10,4,310,"6-5","Minnesota St.","7/22/1992","Rook",NA,"","$470,000"
"47",15,"Allen Robinson",23,"WR",14,14,220,"6-3","Penn St.","8/24/1993","2",NA,"Jacksonville Jaguars / 2nd / 61st pick / 2014","$957,510"
"48",16,"Denard Robinson",26,"WR",12,1,199,"5-11","Michigan","9/22/1990","3",NA,"Jacksonville Jaguars / 5th / 135th pick / 2013","$728,403"
"49",54,"Marcus Rush",25,"LB",NA,NA,251,"6-3","","6/19/1991","Rook",NA,"",""
"50",23,"James Sample",24,"SS",NA,NA,192,"6-2","Louisville","6/23/1992","1",NA,"Jacksonville Jaguars / 4th / 104th pick / 2015","$662,145"
"51",69,"Tyler Shatley",25,"OG",14,2,300,"6-3","Clemson","5/5/1991","2",NA,"","$601,668"
"52",55,"Dan Skuta",30,"LB",11,2,251,"6-2","Grand Valley St.","4/21/1986","7",NA,"","$3,600,000"
"53",98,"Chris Smith",24,"DE",5,0,266,"6-1","Arkansas","2/11/1992","2",NA,"Jacksonville Jaguars / 5th / 159th pick / 2014","$600,000"
"54",50,"Telvin Smith",25,"ILB",14,14,218,"6-3","Florida St.","4/11/1991","2",NA,"Jacksonville Jaguars / 5th / 144th pick / 2014","$652,763"
"55",87,"Neal Sterling",24,"WR",10,1,235,"6-4","Monmouth","1/14/1992","1",NA,"Jacksonville Jaguars / 7th / 220th pick / 2015","$525,000"
"56",80,"Julius Thomas",28,"TE",9,6,251,"6-4","Portland St.","6/27/1988","5",NA,"Denver Broncos / 4th / 129th pick / 2011","$7,300,000"
"57",25,"Peyton Thompson",26,"CB",13,0,180,"5-11","San Jose St.","9/26/1990","4",NA,"","$600,000"
"58",46,"Carson Tinker",27,"LS",14,0,233,"6-0","Alabama","11/15/1989","3",NA,"","$675,000"
"59",81,"Bryan Walters",29,"WR",8,1,190,"6-0","Cornell","11/4/1987","5",NA,"","$785,000"
"60",72,"Josh Wells",25,"T",4,0,310,"6-6","James Madison","2/14/1991","2",NA,"","$349,000"
"61",47,"Jarrod Wilson",22,"S",14,0,209,"6-2","","2/9/1994","Rook",NA,"","$450,000"
"62",66,"Jonathan Woodard",23,"DE",NA,NA,271,"6-6","Central Arkansas","9/19/1993","Rook",NA,"Jacksonville Jaguars / 7th / 226th pick / 2016","$470,774"
"63",14,"Shane Wynn",24,"WR",3,0,166,"5-6","","11/15/1992","Rook",NA,"","$132,350"
"64",24,"T.J. Yeldon",23,"RB",14,12,221,"6-2","Alabama","10/2/1993","1",NA,"Jacksonville Jaguars / 2nd / 36th pick / 2015","$1,344,040"
"65",NA,"Team Total",25.2,"",14,NA,245.3,"6-1.9","","","3.0",NA,"",""
