"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"55",88,"Austin Seferian-Jenkins",24,"TE",6,2,262,"6-6","Washington","9/29/1992","2",NA,"Tampa Bay Buccaneers / 2nd / 38th pick / 2014","$822,721"
"56",72,"Brandon Shell",24,"OT",6,1,325,"6-6","South Carolina","2/6/1992","Rook",NA,"New York Jets / 5th / 158th pick / 2016","$450,000"
"57",93,"Deon Simon",26,"NT",14,0,321,"6-4","NW State (LA)","7/6/1990","Rook",NA,"New York Jets / 7th / 223rd pick / 2015","$525,000"
"58",41,"Buster Skrine",27,"DB",12,12,182,"5-9","Tenn-Chattanooga","4/26/1989","5",NA,"Cleveland Browns / 5th / 137th pick / 2011","$2,750,000"
"59",19,"Devin Smith",24,"WR",2,0,190,"6-0","Ohio St.","3/3/1992","1",NA,"New York Jets / 2nd / 37th pick / 2015","$701,929"
"60",7,"Geno Smith",26,"QB",2,1,218,"6-3","West Virginia","10/10/1990","3",NA,"New York Jets / 2nd / 39th pick / 2013","$675,000"
"61",51,"Julian Stanford",26,"LB",9,2,229,"6-1","Wagner","9/2/1990","4",NA,"","$675,000"
"62",97,"Lawrence Thomas",23,"DE",3,1,286,"6-3","","4/16/1993","Rook",NA,"","$450,000"
"63",83,"Eric Tomlinson",24,"TE",5,3,263,"6-6","","4/22/1992","Rook",NA,"","$450,000"
"64",62,"Craig Watts",25,"G",1,0,334,"6-3","West Texas A&M","6/20/1991","2",NA,"","$79,410"
"65",34,"Brandon Wilds",23,"RB",2,0,220,"6-2","","7/22/1993","Rook",NA,"","$105,880"
"66",96,"Muhammad Wilkerson",27,"DT",13,12,305,"6-4","Temple","10/22/1989","5",NA,"New York Jets / 1st / 30th pick / 2011","$7,000,000"
"67",92,"Leonard Williams",22,"DT",14,14,298,"6-5","USC","6/20/1994","1",NA,"New York Jets / 1st / 6th pick / 2015","$525,000"
"68",20,"Marcus Williams",25,"CB",11,4,196,"5-11","North Dakota St.","3/24/1991","2",NA,"","$600,000"
"69",67,"Brian Winters",25,"OG",13,13,320,"6-4","Kent St.","7/10/1991","3",NA,"New York Jets / 3rd / 72nd pick / 2013","$1,671,000"
"70",NA,"Team Total",25.9,"",14,NA,246.1,"6-2.3","","","3.7",NA,"",""
