"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"18",45,"Thomas Gafford",33,"LB",4,0,252,"6-2","Houston","1/29/1983","8",NA,"","$312,352"
"19",76,"Max Garcia",25,"C",14,14,309,"6-5","Florida","11/9/1991","1",NA,"Denver Broncos / 4th / 133rd pick / 2015","$611,423"
"20",49,"Quentin Gause",24,"LB",1,0,243,"6-0","","10/30/1992","Rook",NA,"","$105,880"
"21",99,"Adam Gotsis",24,"DT",14,0,287,"6-4","Georgia Tech","9/23/1992","Rook",NA,"Denver Broncos / 2nd / 63rd pick / 2016","$715,982"
"22",85,"Virgil Green",28,"",11,10,248,"6-3","Nevada","8/3/1988","5",NA,"Denver Broncos / 7th / 204th pick / 2011","$2,900,000"
"23",25,"Chris Harris",27,"CB",14,14,190,"5-10","Kansas","6/18/1989","5",NA,"","$9,000,000"
"24",82,"Jeff Heuerman",24,"TE",10,0,255,"6-5","Ohio St.","11/24/1992","Rook",NA,"Denver Broncos / 3rd / 92nd pick / 2015","$695,201"
"25",32,"Andy Janovich",23,"FB",11,5,230,"6-1","Nebraska","5/23/1993","Rook",NA,"Denver Broncos / 6th / 176th pick / 2016","$491,077"
"26",42,"Casey Kreiter",26,"LS",10,0,250,"6-1","","8/13/1990","Rook",NA,"","$450,000"
"27",14,"Cody Latimer",24,"WR",10,1,215,"6-3","Indiana","10/10/1992","2",NA,"Denver Broncos / 2nd / 56th pick / 2014","$1,011,450"
"28",12,"Paxton Lynch",22,"QB",3,2,244,"6-7","Memphis","2/12/1994","Rook",NA,"Denver Broncos / 1st / 26th pick / 2016","$1,722,963"
"29",54,"Brandon Marshall",27,"OLB",11,10,242,"6-1","Nevada","9/10/1989","4",NA,"Jacksonville Jaguars / 5th / 142nd pick / 2012","$680,000"
"30",60,"Connor McGovern",NA,"OG",NA,NA,305,"6-4","Missouri","0/0/0","Rook",NA,"Denver Broncos / 5th / 144th pick / 2016","$515,975"
"31",8,"Brandon McManus",25,"K",14,0,201,"6-3","Temple","7/25/1991","2",NA,"","$600,000"
"32",58,"Von Miller",27,"LB",14,14,237,"6-3","Texas A&M","3/26/1989","5",NA,"Denver Broncos / 1st / 2nd pick / 2011","$2,000,000"
"33",52,"Corey Nelson",24,"OLB",14,4,231,"6-0","Oklahoma","4/22/1992","2",NA,"Denver Broncos / 7th / 242nd pick / 2014","$612,150"
"34",11,"Jordan Norwood",30,"WR",13,6,171,"5-11","Penn St.","9/29/1986","5",NA,"","$880,000"
"35",73,"Russell Okung",29,"T",14,14,307,"6-5","Oklahoma St.","10/7/1987","6",NA,"Seattle Seahawks / 1st / 6th pick / 2010","$5,200,000"
"36",61,"Matt Paradis",27,"C",14,14,306,"6-3","Boise St.","10/12/1989","2",NA,"Denver Broncos / 6th / 207th pick / 2014","$525,000"
"37",34,"Will Parks",22,"S",14,0,194,"6-1","Arizona","7/29/1994","Rook",NA,"Denver Broncos / 6th / 219th pick / 2016","$475,089"
"38",56,"Shane Ray",23,"DE",14,7,245,"6-3","Missouri","5/18/1993","1",NA,"Denver Broncos / 1st / 23rd pick / 2015","$2,072,476"
"39",19,"Kalif Raymond",22,"WR",2,0,160,"5-9","","8/8/1994","Rook",NA,"","$132,350"
"40",29,"Bradley Roby",24,"CB",14,4,194,"5-11","Ohio St.","5/1/1992","2",NA,"Denver Broncos / 1st / 31st pick / 2014","$1,896,144"
"41",74,"Ty Sambrailo",24,"OT",9,4,309,"6-6","Colorado St.","3/10/1992","1",NA,"Denver Broncos / 2nd / 59th pick / 2015","$874,081"
"42",10,"Emmanuel Sanders",29,"WR",14,14,186,"5-11","SMU","3/17/1987","6",NA,"Pittsburgh Steelers / 3rd / 82nd pick / 2010","$2,500,000"
"43",79,"Michael Schofield",26,"OT",14,14,301,"6-7","Michigan","11/15/1990","2",NA,"Denver Broncos / 3rd / 95th pick / 2014","$742,300"
"44",13,"Trevor Siemian",24,"QB",12,12,215,"6-3","Northwestern","12/26/1992","1",NA,"Denver Broncos / 7th / 250th pick / 2015","$538,195"
"45",31,"Justin Simmons",23,"FS",11,1,198,"6-3","Boston Col.","11/19/1993","Rook",NA,"Denver Broncos / 3rd / 98th pick / 2016","$611,355"
"46",71,"Donald Stephenson",28,"T",11,10,312,"6-6","Oklahoma","9/30/1988","4",NA,"Kansas City Chiefs / 3rd / 74th pick / 2012","$4,000,000"
"47",26,"Darian Stewart",28,"DB",14,14,216,"5-11","South Carolina","8/4/1988","6",NA,"","$3,250,000"
"48",21,"Aqib Talib",30,"DB",11,11,202,"6-2","Kansas","2/13/1986","8",NA,"Tampa Bay Buccaneers / 1st / 20th pick / 2008","$9,968,750"
"49",87,"Jordan Taylor",24,"WR",14,0,204,"6-5","Rice","2/18/1992","Rook",NA,"","$450,000"
"50",88,"Demaryius Thomas",29,"WR",14,14,229,"6-3","Georgia Tech","12/25/1987","6",NA,"Denver Broncos / 1st / 22nd pick / 2010","$15,200,000"
"51",40,"Juwan Thompson",24,"RB",6,0,225,"5-11","Duke","5/13/1992","2",NA,"","$600,000"
"52",70,"Billy Turner",25,"OT",1,0,302,"6-5","North Dakota St.","10/17/1991","2",NA,"Miami Dolphins / 3rd / 67th pick / 2014","$861,000"
"53",96,"Vance Walker",29,"DT",NA,NA,295,"6-2","Georgia Tech","4/26/1987","7",NA,"Atlanta Falcons / 7th / 210th pick / 2009","$2,250,000"
"54",43,"T.J. Ward",30,"DB",14,14,199,"5-10","Oregon","12/12/1986","6",NA,"Cleveland Browns / 2nd / 38th pick / 2010","$5,750,000"
"55",94,"DeMarcus Ware",34,"LB",9,7,247,"6-4","Troy","7/31/1982","11",NA,"Dallas Cowboys / 1st / 11th pick / 2005","$8,010,418"
"56",57,"Dekoda Watson",28,"LB",14,0,232,"6-1","Florida St.","3/3/1988","6",NA,"Tampa Bay Buccaneers / 7th / 217th pick / 2010","$600,000"
"57",36,"Kayvon Webster",25,"CB",12,0,195,"5-11","South Florida","2/1/1991","3",NA,"Denver Broncos / 3rd / 90th pick / 2013","$821,950"
"58",92,"Sylvester Williams",28,"DT",14,14,313,"6-3","North Carolina","11/21/1988","3",NA,"Denver Broncos / 1st / 28th pick / 2013","$2,412,375"
"59",97,"Billy Winn",27,"DT",14,1,296,"6-4","Boise St.","4/15/1989","4",NA,"Cleveland Browns / 6th / 205th pick / 2012","$600,000"
"60",95,"Derek Wolfe",26,"DT",13,13,295,"6-5","Cincinnati","2/24/1990","4",NA,"Denver Broncos / 2nd / 36th pick / 2012","$6,800,000"
"61",NA,"Team Total",26,"",14,NA,240.2,"6-1.8","","","3.0",NA,"",""
