"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"34",57,"Cam Johnson",25,"",1,0,267,"6-3","Virginia","5/24/1990","3",0,"San Francisco 49ers / 7th / 237th pick / 2012",""
"35",29,"Duke Johnson",22,"rb",16,7,206,"5-9","Miami (FL)","9/23/1993","Rook",5,"Cleveland Browns / 3rd / 77th pick / 2015","$612,523"
"36",44,"Malcolm Johnson",23,"fb",12,5,231,"6-1","Mississippi St.","8/11/1992","Rook",0,"Cleveland Browns / 6th / 195th pick / 2015","$464,862"
"37",35,"Don Jones",25,"",9,0,205,"5-11","Arkansas St.","5/14/1990","2",0,"Miami Dolphins / 7th / 250th pick / 2013",""
"38",58,"Christian Kirksey",23,"lb",16,5,233,"6-2","Iowa","8/31/1992","1",3,"Cleveland Browns / 3rd / 71st pick / 2014","$707,625"
"39",99,"Paul Kruger",29,"LB",16,15,285,"6-4","Utah","2/15/1986","6",5,"Baltimore Ravens / 2nd / 57th pick / 2009","$8,200,000"
"40",8,"Andy Lee",33,"",16,0,205,"6-0","Pittsburgh","8/11/1982","11",3,"San Francisco 49ers / 6th / 188th pick / 2004","$2,050,000"
"41",55,"Alex Mack*",30,"C",16,16,312,"6-4","California","11/19/1985","6",8,"Cleveland Browns / 1st / 21st pick / 2009","$8,000,000"
"42",2,"Johnny Manziel",23,"qb",10,6,207,"6-0","Texas A&M","12/6/1992","1",4,"Cleveland Browns / 1st / 22nd pick / 2014","$1,874,681"
"43",13,"Josh McCown",36,"QB",8,8,212,"6-4","SMU,Sam Houston St.","7/4/1979","13",5,"Arizona Cardinals / 3rd / 81st pick / 2002","$3,916,666"
"44",98,"Jamie Meder",24,"",16,0,295,"6-3","Ashland","4/12/1991","1",1,"","$435,000"
"45",64,"Darrian Miller",NA,"",6,0,307,"6-5","Kentucky","","Rook",0,"",""
"46",51,"Barkevious Mingo",25,"lb",16,2,241,"6-4","LSU","10/4/1990","2",2,"Cleveland Browns / 1st / 6th pick / 2013","$4,458,273"
"47",15,"Marlon Moore",28,"wr",14,2,190,"6-0","Fresno St.","9/3/1987","5",1,"","$866,666"
"48",41,"Raheem Mostert",23,"",3,0,195,"5-11","Purdue","4/9/1992","Rook",0,"",""
"49",48,"Nate Orchard",22,"LB",15,11,252,"6-3","Utah","1/5/1993","Rook",5,"Cleveland Browns / 2nd / 51st pick / 2015","$812,055"
"50",67,"Austin Pasztor",25,"lg",16,4,305,"6-7","Virginia","11/26/1990","3",3,"","$660,000"
"51",33,"Jordan Poyer",24,"fs",14,4,191,"6-0","Oregon St.","4/25/1991","2",3,"Philadelphia Eagles / 7th / 218th pick / 2013","$585,000"
"52",87,"Terrelle Pryor",26,"wr",3,2,240,"6-6","Ohio St.","6/20/1989","4",0,"Oakland Raiders / 3rd / 1st pick / 2011 Supp",""
"53",53,"Craig Robertson",27,"LB",12,9,229,"6-1","North Texas","2/11/1988","4",4,"","$2,356,000"
"54",40,"De'Ante Saunders",23,"",1,0,187,"5-9","Tennessee St.","9/19/1992","Rook",0,"",""
"55",72,"Mitchell Schwartz",26,"RT",16,16,317,"6-5","California","6/8/1989","3",6,"Cleveland Browns / 2nd / 37th pick / 2012","$1,645,267"
"56",71,"Danny Shelton",22,"NT",16,15,343,"6-2","Washington","8/20/1993","Rook",6,"Cleveland Browns / 1st / 12th pick / 2015","$2,127,939"
"57",54,"Scott Solomon",27,"",2,0,262,"6-3","Rice","11/5/1988","3",0,"Tennessee Titans / 7th / 211th pick / 2012","$660,000"
"58",94,"Randy Starks",32,"DE",15,15,312,"6-3","Maryland","12/14/1983","11",6,"Tennessee Titans / 3rd / 71st pick / 2004","$2,968,750"
"59",73,"Joe Thomas*+",31,"LT",16,16,311,"6-7","Wisconsin","12/4/1984","8",11,"Cleveland Browns / 1st / 3rd pick / 2007","$10,200,000"
"60",27,"Robert Turbin",26,"",3,0,222,"5-10","Utah St.","12/2/1989","3",0,"Seattle Seahawks / 4th / 106th pick / 2012","$660,000"
"61",31,"Donte Whitner",30,"SS",14,14,205,"5-11","Ohio St.","7/24/1985","9",4,"Buffalo Bills / 1st / 8th pick / 2006","$6,750,000"
"62",36,"K'Waun Williams",24,"db",13,6,183,"5-9","Pittsburgh","7/12/1991","1",3,"","$510,000"
"63",22,"Tramon Williams",32,"RCB",15,15,182,"5-11","Louisiana Tech","3/16/1983","8",5,"","$6,500,000"
"64",41,"Glenn Winston",26,"",3,0,220,"6-1","Northwood","4/29/1989","1",0,"","$447,529"
"65",NA,"Team Total",25.4,"",16,NA,235.5,"6-1.6","","","3.2",NA,"",""
