"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"17",91,"Dominique Easley",24,"DT",14,0,288,"6-2","Florida","2/24/1992","2",NA,"New England Patriots / 1st / 29th pick / 2014","$600,000"
"18",59,"Josh Forrest",NA,"ILB",10,4,245,"6-3","Kentucky","0/0/0","Rook",NA,"Los Angeles Rams / 6th / 190th pick / 2016","$450,000"
"19",70,"Morgan Fox",22,"DL",2,0,259,"6-4","","9/12/1994","Rook",NA,"",""
"20",33,"E.J. Gaines",24,"CB",9,8,190,"5-10","Missouri","2/23/1992","2",NA,"St. Louis Rams / 6th / 188th pick / 2014","$600,000"
"21",16,"Jared Goff",22,"QB",6,5,210,"6-4","California","10/14/1994","Rook",NA,"Los Angeles Rams / 1st / 1st pick / 2016","$450,000"
"22",55,"Nic Grigsby",24,"LB",4,0,220,"6-1","","7/2/1992","Rook",NA,"","$450,000"
"23",30,"Todd Gurley",22,"RB",14,14,226,"6-1","Georgia","8/3/1994","1",NA,"St. Louis Rams / 1st / 10th pick / 2015","$1,063,326"
"24",54,"Bryce Hager",24,"ILB",14,0,230,"6-1","Baylor","5/4/1992","1",NA,"St. Louis Rams / 7th / 224th pick / 2015","$525,000"
"25",46,"Cory Harkey",26,"TE",12,1,272,"6-3","UCLA","6/17/1990","4",NA,"","$1,500,000"
"26",79,"Rob Havenstein",24,"OT",14,14,321,"6-7","Wisconsin","5/13/1992","1",NA,"St. Louis Rams / 2nd / 57th pick / 2015","$615,455"
"27",95,"William Hayes",31,"DE",12,12,258,"6-2","Winston-Salem St.","5/2/1985","8",NA,"Tennessee Titans / 4th / 103rd pick / 2008","$3,000,000"
"28",6,"Johnny Hekker",26,"P",14,0,227,"6-5","Oregon St.","2/8/1990","4",NA,"","$2,444,444"
"29",84,"Temarrick Hemingway",23,"TE",6,0,244,"6-5","South Carolina St.","7/30/1993","Rook",NA,"Los Angeles Rams / 6th / 177th pick / 2016","$450,000"
"30",89,"Tyler Higbee",23,"TE",14,5,233,"6-5","West. Kentucky","1/1/1993","Rook",NA,"Los Angeles Rams / 4th / 110th pick / 2016","$450,000"
"31",32,"Troy Hill",25,"CB",10,4,175,"5-11","Oregon","8/29/1991","1",NA,"","$525,000"
"32",27,"Isaiah Johnson",24,"DB",1,0,213,"6-2","Georgia Tech","5/16/1992","1",NA,"",""
"33",22,"Trumaine Johnson",26,"CB",12,12,205,"6-1","Montana","1/1/1990","4",NA,"St. Louis Rams / 3rd / 65th pick / 2012","$13,952,000"
"34",35,"Mike Jordan",24,"DB",3,2,200,"6-0","","10/21/1992","Rook",NA,"","$450,000"
"35",20,"Lamarcus Joyner",26,"CB",14,8,184,"5-8","Florida St.","11/27/1990","2",NA,"St. Louis Rams / 2nd / 41st pick / 2014","$877,289"
"36",17,"Case Keenum",28,"QB",10,9,209,"6-2","Houston","2/17/1988","4",NA,"","$3,635,000"
"37",88,"Lance Kendricks",28,"TE",14,14,240,"6-3","Wisconsin","1/30/1988","5",NA,"St. Louis Rams / 2nd / 47th pick / 2011","$3,250,000"
"38",45,"Zach Laskey",24,"FB",NA,NA,225,"6-2","","7/8/1992","Rook",NA,"","$450,000"
"39",58,"Cory Littleton",23,"LB",14,1,227,"6-3","","11/18/1993","Rook",NA,"","$450,000"
"40",96,"Matt Longacre",25,"DE",6,0,260,"6-3","Northwest Missouri State","9/21/1991","1",NA,"","$525,000"
"41",14,"Sean Mannion",24,"QB",NA,NA,229,"6-6","Oregon St.","4/25/1992","1",NA,"St. Louis Rams / 3rd / 89th pick / 2015","$582,285"
"42",15,"Bradley Marquez",24,"WR",14,0,196,"5-11","Texas Tech","12/14/1992","1",NA,"","$525,000"
"43",27,"Tre Mason",23,"RB",NA,NA,207,"5-9","Auburn","8/6/1993","2",NA,"St. Louis Rams / 3rd / 75th pick / 2014","$641,146"
"44",25,"T.J. McDonald",25,"FS",14,14,219,"6-3","USC","1/26/1991","3",NA,"St. Louis Rams / 3rd / 71st pick / 2013","$1,671,000"
"45",44,"Jake McQuaide",29,"LS",14,0,219,"6-2","Ohio St.","12/7/1987","5",NA,"","$775,000"
"46",72,"Pace Murphy",22,"OL",NA,NA,295,"6-6","","3/2/1994","Rook",NA,"","$450,000"
"47",3,"Marquez North",21,"WR",NA,NA,216,"6-4","","1/21/1995","Rook",NA,"","$450,000"
"48",52,"Alec Ogletree",25,"OLB",14,14,242,"6-3","Georgia","9/25/1991","3",NA,"St. Louis Rams / 1st / 30th pick / 2013","$1,019,322"
"49",83,"Brian Quick",27,"WR",14,7,209,"6-4","Appalachian St.","6/5/1989","4",NA,"St. Louis Rams / 2nd / 33rd pick / 2012","$1,250,000"
"50",94,"Robert Quinn",26,"DE",9,8,270,"6-4","North Carolina","5/18/1990","5",NA,"St. Louis Rams / 1st / 14th pick / 2011","$7,777,777"
"51",43,"Brian Randolph",24,"DB",NA,NA,198,"6-0","","10/20/1992","Rook",NA,"","$450,000"
"52",34,"Chase Reynolds",29,"RB",14,0,195,"6-0","Montana","10/22/1987","5",NA,"","$775,000"
"53",65,"Demetrius Rhaney",24,"C",14,0,301,"6-2","Tennessee St.","6/22/1992","2",NA,"St. Louis Rams / 7th / 250th pick / 2014","$600,000"
"54",73,"Greg Robinson",24,"OT",13,13,332,"6-5","Auburn","10/21/1992","2",NA,"St. Louis Rams / 1st / 2nd pick / 2014","$2,354,918"
"55",76,"Rodger Saffold",28,"T",13,13,312,"6-4","Indiana","6/6/1988","6",NA,"St. Louis Rams / 2nd / 33rd pick / 2010","$4,500,000"
"56",97,"Eugene Sims",30,"LB",14,6,240,"6-5","West Texas A&M","3/18/1986","6",NA,"St. Louis Rams / 6th / 189th pick / 2010","$2,250,000"
"57",86,"Nelson Spruce",24,"WR",NA,NA,205,"6-1","","12/5/1992","Rook",NA,"","$450,000"
"58",92,"Cam Thomas",30,"DT",14,2,330,"6-3","North Carolina","12/12/1986","6",NA,"San Diego Chargers / 5th / 146th pick / 2010","$760,000"
"59",13,"Mike Thomas",22,"WR",14,0,197,"6-1","Southern Miss","8/16/1994","Rook",NA,"Los Angeles Rams / 6th / 206th pick / 2016","$450,000"
"60",62,"Louis Trinca-Pasat",25,"DT",NA,NA,292,"6-1","","9/7/1991","Rook",NA,"","$525,000"
"61",93,"Ethan Westbrooks",26,"DE",14,2,267,"6-4","West Texas A&M","11/15/1990","2",NA,"","$600,000"
"62",69,"Cody Wichmann",24,"OG",12,11,315,"6-6","Fresno St.","3/2/1992","1",NA,"St. Louis Rams / 6th / 215th pick / 2015","$525,000"
"63",63,"Darrell Williams",23,"T",NA,NA,307,"6-5","South Florida","8/31/1993","1",NA,"","$525,000"
"64",4,"Greg Zuerlein",29,"K",14,0,187,"6-0","Missouri Western St.","12/27/1987","4",NA,"St. Louis Rams / 6th / 171st pick / 2012","$850,000"
"65",NA,"Team Total",24.6,"",14,NA,238.3,"6-1.9","","","2.6",NA,"",""
