"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"28",30,"Duron Harmon",25,"FS",14,3,198,"6-0","Rutgers","1/24/1991","3",NA,"New England Patriots / 3rd / 91st pick / 2013","$1,665,000"
"29",54,"Dont'a Hightower",26,"ILB",12,12,266,"6-2","Alabama","3/12/1990","4",NA,"New England Patriots / 1st / 25th pick / 2012","$7,751,000"
"30",15,"Chris Hogan",28,"WR",13,12,220,"6-1","Penn State; Monmouth (NJ)","10/24/1988","5",NA,"","$1,000,000"
"31",63,"Tre' Jackson",24,"OG",NA,NA,323,"6-4","Florida St.","12/14/1992","1",NA,"New England Patriots / 4th / 111th pick / 2015","$348,000"
"32",24,"Cyrus Jones",23,"CB",9,1,197,"5-10","Alabama","11/29/1993","Rook",NA,"New England Patriots / 2nd / 60th pick / 2016","$450,000"
"33",31,"Jonathan Jones",23,"DB",14,1,190,"5-10","","9/20/1993","Rook",NA,"","$450,000"
"34",75,"Ted Karras",23,"OG",14,1,308,"6-4","Illinois","3/15/1993","Rook",NA,"New England Patriots / 6th / 221st pick / 2016","$450,000"
"35",36,"Brandon King",23,"DB",14,0,213,"6-2","Highlabd cc; Auburn","6/8/1993","1",NA,"","$525,000"
"36",82,"Matt Lengel",26,"TE",4,0,266,"6-7","","12/27/1990","Rook",NA,"","$450,000"
"37",33,"Dion Lewis",26,"RB",5,3,195,"5-8","Pittsburgh","9/27/1990","5",NA,"Philadelphia Eagles / 5th / 149th pick / 2011","$800,000"
"38",95,"Chris Long",31,"DE",14,7,275,"6-4","Virginia","3/28/1985","8",NA,"St. Louis Rams / 1st / 2nd pick / 2008","$1,250,000"
"39",69,"Shaq Mason",23,"C",14,13,300,"6-1","Georgia Tech","8/28/1993","1",NA,"New England Patriots / 4th / 131st pick / 2015","$525,000"
"40",58,"Shea McClellin",27,"DE",12,3,260,"6-3","Boise St.","8/1/1989","4",NA,"Chicago Bears / 1st / 19th pick / 2012","$1,000,000"
"41",32,"Devin McCourty",29,"DB",14,14,186,"5-10","Rutgers","8/13/1987","6",NA,"New England Patriots / 1st / 27th pick / 2010","$4,500,000"
"42",51,"Barkevious Mingo",26,"OLB",14,1,241,"6-4","LSU","10/4/1990","3",NA,"Cleveland Browns / 1st / 6th pick / 2013","$675,000"
"43",19,"Malcolm Mitchell",24,"WR",13,5,194,"5-11","Georgia","7/20/1992","Rook",NA,"New England Patriots / 4th / 112th pick / 2016","$450,000"
"44",50,"Rob Ninkovich",32,"DE",10,9,251,"6-3","Purdue","2/1/1984","10",NA,"New Orleans Saints / 5th / 135th pick / 2006","$1,147,058"
"45",37,"Jordan Richards",23,"SS",10,0,211,"5-11","Stanford","1/21/1993","1",NA,"New England Patriots / 2nd / 64th pick / 2015","$603,707"
"46",52,"Elandon Roberts",22,"ILB",11,4,233,"5-11","Houston","4/22/1994","Rook",NA,"New England Patriots / 6th / 214th pick / 2016","$450,000"
"47",25,"Eric Rowe",24,"CB",7,5,204,"6-1","Utah","10/3/1992","1",NA,"Philadelphia Eagles / 2nd / 47th pick / 2015","$656,811"
"48",26,"Logan Ryan",25,"CB",14,12,191,"5-11","Rutgers","2/9/1991","3",NA,"New England Patriots / 3rd / 83rd pick / 2013","$1,661,000"
"49",83,"Greg Scruggs",26,"DE",NA,NA,284,"6-3","Louisville","8/17/1990","4",NA,"Seattle Seahawks / 7th / 232nd pick / 2012","$555,882"
"50",93,"Jabaal Sheard",27,"DL",13,8,254,"6-2","Pittsburgh","5/10/1989","5",NA,"Cleveland Browns / 2nd / 37th pick / 2011","$4,000,000"
"51",18,"Matt Slater",31,"WR",12,0,198,"6-0","UCLA","9/9/1985","8",NA,"New England Patriots / 5th / 153rd pick / 2008","$1,000,000"
"52",77,"Nate Solder",28,"OL",13,13,314,"6-8","Colorado","4/12/1988","5",NA,"New England Patriots / 1st / 17th pick / 2011","$6,000,000"
"53",62,"Joe Thuney",24,"OG",14,14,304,"6-5","North Carolina St.","11/16/1992","Rook",NA,"New England Patriots / 3rd / 78th pick / 2016","$450,000"
"54",99,"Vincent Valentine",22,"DT",11,0,320,"6-2","Nebraska","4/23/1994","Rook",NA,"New England Patriots / 3rd / 96th pick / 2016","$450,000"
"55",53,"Kyle Van Noy",26,"OLB",5,1,243,"6-3","BYU","6/19/1990","2",NA,"Detroit Lions / 2nd / 40th pick / 2014","$758,828"
"56",76,"Sebastian Vollmer",32,"T",NA,NA,315,"6-8","Houston","7/10/1984","7",NA,"New England Patriots / 2nd / 58th pick / 2009","$2,250,000"
"57",68,"LaAdrian Waddle",25,"T",2,0,330,"6-6","Texas Tech","7/21/1991","3",NA,"","$700,000"
"58",28,"James White",24,"RB",14,4,204,"5-9","Wisconsin","2/3/1992","2",NA,"New England Patriots / 4th / 130th pick / 2014","$600,000"
"59",NA,"Team Total",26.2,"",14,NA,246.4,"6-1.9","","","3.5",NA,"",""
