"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"36",28,"Adrian Peterson*+",30,"RB",16,16,217,"6-2","Oklahoma","3/21/1985","8",14,"Minnesota Vikings / 1st / 7th pick / 2007","$15,400,000"
"37",27,"Shaun Prater",26,"",1,0,190,"5-10","Iowa","10/27/1989","3",0,"Cincinnati Bengals / 5th / 156th pick / 2012",""
"38",83,"MyCole Pruitt",23,"te",16,3,251,"6-2","Southern Illinois","3/24/1992","Rook",1,"Minnesota Vikings / 5th / 143rd pick / 2015","$492,647"
"39",29,"Xavier Rhodes",25,"RCB",16,16,210,"6-2","Florida St.","6/19/1990","2",6,"Minnesota Vikings / 1st / 25th pick / 2013","$2,129,046"
"40",40,"Edmond Robinson",23,"lb",9,2,245,"6-3","Newberry","2/23/1992","Rook",1,"Minnesota Vikings / 7th / 232nd pick / 2015","$452,078"
"41",21,"Josh Robinson",24,"",5,0,199,"5-10","Central Florida","1/8/1991","3",0,"Minnesota Vikings / 3rd / 66th pick / 2012","$1,716,250"
"42",96,"Brian Robison",32,"DE",16,16,258,"6-2","Texas","4/27/1983","8",8,"Minnesota Vikings / 4th / 102nd pick / 2007","$5,650,000"
"43",82,"Kyle Rudolph",26,"TE",16,16,265,"6-5","Notre Dame","11/9/1989","4",5,"Minnesota Vikings / 2nd / 43rd pick / 2011","$6,440,625"
"44",34,"Andrew Sendejo",28,"SS",13,13,225,"6-1","Rice","9/9/1987","5",5,"","$1,066,668"
"45",74,"Austin Shepherd",23,"",14,0,324,"6-5","Alabama","5/28/1992","Rook",1,"Minnesota Vikings / 7th / 228th pick / 2015","$452,423"
"46",35,"Marcus Sherels",28,"",16,0,175,"5-10","Minnesota","9/30/1987","5",2,"","$1,250,000"
"47",22,"Harrison Smith*",26,"FS",13,13,212,"6-2","Notre Dame","2/2/1989","3",8,"Minnesota Vikings / 1st / 29th pick / 2012","$2,271,355"
"48",93,"Shamar Stephen",24,"",5,0,309,"6-5","Connecticut","2/25/1991","1",1,"Minnesota Vikings / 7th / 220th pick / 2014","$526,287"
"49",19,"Adam Thielen",25,"wr",16,2,200,"6-3","Minnesota St.","8/22/1990","2",2,"","$510,000"
"50",94,"Justin Trattou",27,"",5,0,255,"6-4","Florida","8/28/1988","4",1,"","$660,000"
"51",93,"Jason Trusnik",31,"",8,0,241,"6-4","Ohio Northern","6/6/1984","8",1,"","$870,000"
"52",11,"Mike Wallace",29,"WR",16,12,180,"6-0","Mississippi","8/1/1986","6",5,"Pittsburgh Steelers / 3rd / 84th pick / 2009","$9,900,000"
"53",3,"Blair Walsh",25,"",16,0,186,"5-9","Georgia","1/8/1990","3",3,"Minnesota Vikings / 6th / 175th pick / 2012","$2,239,483"
"54",58,"Brandon Watts",24,"",7,0,225,"6-0","Georgia Tech","1/21/1991","1",0,"Minnesota Vikings / 7th / 223rd pick / 2014","$510,000"
"55",26,"Trae Waynes",23,"lcb",15,1,183,"6-1","Michigan St.","7/25/1992","Rook",1,"Minnesota Vikings / 1st / 11th pick / 2015","$2,353,520"
"56",17,"Jarius Wright",26,"wr",16,3,182,"5-10","Arkansas","11/25/1989","3",5,"Minnesota Vikings / 4th / 118th pick / 2012","$1,647,027"
"57",NA,"Team Total",26.2,"",16,NA,241,"6-2.1","","","3.1",NA,"",""
