"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"62",93,"Will Sutton",25,"DT",8,6,303,"6-1","Arizona St.","10/3/1991","2",NA,"Chicago Bears / 3rd / 82nd pick / 2014","$761,517"
"63",14,"Deonte Thompson",27,"WR",14,5,200,"6-0","Florida","2/14/1989","4",NA,"","$680,000"
"64",53,"John Timu",24,"ILB",9,4,241,"6-0","Washington","8/27/1992","1",NA,"","$432,348"
"65",59,"Danny Trevathan",26,"OLB",9,8,237,"6-0","Kentucky","3/24/1990","4",NA,"Denver Broncos / 6th / 188th pick / 2012","$6,350,000"
"66",98,"Mitch Unrein",29,"DT",11,7,270,"6-4","Wyoming","3/25/1987","5",NA,"","$1,110,000"
"67",90,"Cornelius Washington",27,"DE",13,2,265,"6-4","Georgia","9/10/1989","3",NA,"Chicago Bears / 6th / 188th pick / 2013","$700,947"
"68",13,"Kevin White",24,"WR",4,4,210,"6-3","West Virginia","6/25/1992","Rook",NA,"Chicago Bears / 1st / 7th pick / 2015","$3,764,329"
"69",65,"Cody Whitehair",24,"OG",14,14,301,"6-4","Kansas St.","7/11/1992","Rook",NA,"Chicago Bears / 2nd / 56th pick / 2016","$768,103"
"70",69,"C.J. Wilson",29,"DE",4,0,271,"6-4","East Carolina","3/30/1987","6",NA,"Green Bay Packers / 7th / 230th pick / 2010","$625,882"
"71",10,"Marquess Wilson",24,"WR",3,1,194,"6-3","Washington St.","9/14/1992","3",NA,"Chicago Bears / 7th / 236th pick / 2013","$1,682,787"
"72",97,"Willie Young",31,"DE",14,10,251,"6-5","North Carolina St.","9/19/1985","6",NA,"Detroit Lions / 7th / 213th pick / 2010","$1,682,787"
"73",NA,"Team Total",25,"",14,NA,241,"6-2.0","","","3.1",NA,"",""
