"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"43",68,"Andrew Norwell",25,"G",14,14,316,"6-6","Ohio St.","10/25/1991","2",NA,"","$604,000"
"44",73,"Michael Oher",30,"T",3,3,309,"6-5","Mississippi","5/28/1986","7",NA,"Baltimore Ravens / 1st / 23rd pick / 2009","$4,500,000"
"45",88,"Greg Olsen",31,"TE",14,14,254,"6-6","Miami (FL)","3/11/1985","9",NA,"Chicago Bears / 1st / 31st pick / 2007","$5,100,000"
"46",5,"Michael Palardy",24,"K",5,0,191,"5-11","Tennessee","7/6/1992","2",NA,"","$450,000"
"47",74,"Mike Remmers",27,"T",14,14,303,"6-5","Oregon St.","4/11/1989","4",NA,"","$2,553,000"
"48",72,"Jordan Rigsbee",23,"T",NA,NA,315,"6-4","","3/5/1993","Rook",NA,"","$450,000"
"49",31,"Zack Sanchez",21,"CB",5,1,180,"5-11","Oklahoma","4/8/1995","Rook",NA,"Carolina Panthers / 5th / 141st pick / 2016","$344,110"
"50",79,"Chris Scott",29,"T",10,4,328,"6-5","Tennessee","8/4/1987","5",NA,"Pittsburgh Steelers / 5th / 151st pick / 2010","$538,823"
"51",99,"Kawann Short",27,"DT",14,14,299,"6-3","Purdue","2/2/1989","3",NA,"Carolina Panthers / 2nd / 44th pick / 2013","$1,473,192"
"52",90,"Paul Soliai",33,"DT",9,1,344,"6-4","Utah","12/30/1983","9",NA,"Miami Dolphins / 4th / 108th pick / 2007","$2,906,250"
"53",28,"Jonathan Stewart",29,"RB",11,11,235,"5-11","Oregon","3/21/1987","8",NA,"Carolina Panthers / 1st / 13th pick / 2008","$9,550,000"
"54",54,"Shaq Thompson",22,"OLB",12,10,231,"6-2","Washington","4/21/1994","1",NA,"Carolina Panthers / 1st / 25th pick / 2015","$2,001,983"
"55",35,"Mike Tolbert",31,"RB",14,2,243,"5-9","Coastal Carolina","11/23/1985","8",NA,"","$1,475,000"
"56",70,"Trai Turner",23,"OG",14,14,310,"6-3","LSU","6/14/1993","2",NA,"Carolina Panthers / 3rd / 92nd pick / 2014","$753,620"
"57",14,"Joe Webb",30,"WR",12,0,220,"6-4","Ala-Birmingham","11/14/1986","6",NA,"Minnesota Vikings / 6th / 199th pick / 2010","$860,000"
"58",62,"Ryan Wendell",30,"C",1,0,275,"6-2","Fresno St.","3/4/1986","7",NA,"","$260,294"
"59",43,"Fozzy Whittaker",27,"RB",14,0,202,"5-10","Texas","2/2/1989","4",NA,"","$725,000"
"60",60,"Daryl Williams",24,"OT",11,8,334,"6-5","Oklahoma","8/31/1992","1",NA,"Carolina Panthers / 4th / 102nd pick / 2015","$664,280"
"61",21,"Teddy Williams",28,"WR",3,0,198,"6-3","Texas-San Antonio","7/3/1988","5",NA,"","$1,010,000"
"62",26,"Daryl Worley",21,"CB",14,9,198,"6-1","West Virginia","2/22/1995","Rook",NA,"Carolina Panthers / 3rd / 77th pick / 2016","$645,921"
"63",61,"David Yankey",24,"OG",4,0,315,"6-6","Stanford","1/18/1992","2",NA,"Minnesota Vikings / 5th / 145th pick / 2014","$185,292"
"64",22,"Lou Young",25,"CB",4,0,195,"6-1","Georgia Tech","10/9/1991","2",NA,"","$211,764"
"65",NA,"Team Total",26.4,"",14,NA,246.6,"6-2.2","","","4.1",NA,"",""
