"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"22",84,"Jermaine Gresham",28,"TE",14,12,261,"6-5","Oklahoma","6/16/1988","6",NA,"Cincinnati Bengals / 1st / 21st pick / 2010","$3,000,000"
"23",95,"Rodney Gunter",24,"DT",14,1,305,"6-5","Delaware St.","1/19/1992","1",NA,"Arizona Cardinals / 4th / 116th pick / 2015","$525,000"
"24",74,"D.J. Humphries",23,"OT",13,13,290,"6-5","Florida","12/28/1993","Rook",NA,"Arizona Cardinals / 1st / 24th pick / 2015","$840,096"
"25",76,"Mike Iupati",29,"G",13,13,329,"6-5","Idaho","5/12/1987","6",NA,"San Francisco 49ers / 1st / 17th pick / 2010","$4,500,000"
"26",22,"Tony Jefferson",24,"FS",14,14,213,"5-11","Oklahoma","1/27/1992","3",NA,"","$1,671,000"
"27",43,"Mike Jenkins",31,"DB",NA,NA,200,"6-0","South Florida","3/22/1985","8",NA,"Dallas Cowboys / 1st / 25th pick / 2008","$885,000"
"28",75,"Ulrick John",24,"OT",3,3,288,"6-5","Georgia St.","5/20/1992","2",NA,"Indianapolis Colts / 7th / 232nd pick / 2014","$370,588"
"29",23,"Chris Johnson",31,"RB",4,0,195,"5-11","East Carolina","9/23/1985","8",NA,"Tennessee Titans / 1st / 24th pick / 2008","$885,000"
"30",31,"David Johnson",25,"RB",14,14,224,"6-1","Northern Iowa","12/16/1991","1",NA,"Arizona Cardinals / 3rd / 86th pick / 2015","$525,000"
"31",55,"Chandler Jones",26,"DE",14,14,247,"6-5","Syracuse","2/27/1990","4",NA,"New England Patriots / 1st / 21st pick / 2012","$7,799,000"
"32",50,"Gabe Martin",24,"LB",8,0,236,"6-2","Bowling Green","6/5/1992","1",NA,"","$450,000"
"33",96,"Kareem Martin",24,"DE",11,0,272,"6-6","North Carolina","2/19/1992","2",NA,"Arizona Cardinals / 3rd / 84th pick / 2014","$618,000"
"34",32,"Tyrann Mathieu",24,"CB",10,10,186,"5-9","LSU","5/13/1992","3",NA,"Arizona Cardinals / 3rd / 69th pick / 2013","$1,000,000"
"35",69,"Evan Mathis",35,"G",4,3,304,"6-5","Alabama","11/1/1981","11",NA,"Carolina Panthers / 3rd / 79th pick / 2005","$1,006,900"
"36",97,"Josh Mauro",25,"DE",13,11,271,"6-6","Stanford","2/17/1991","2",NA,"","$600,000"
"37",34,"Harlan Miller",NA,"CB",NA,NA,182,"6-0","SE Louisiana","0/0/0","Rook",NA,"Arizona Cardinals / 6th / 205th pick / 2016",""
"38",51,"Kevin Minter",26,"ILB",14,14,246,"6-0","LSU","12/3/1990","3",NA,"Arizona Cardinals / 2nd / 45th pick / 2013","$1,003,667"
"39",80,"Ifeanyi Momah",27,"WR",5,1,239,"6-7","Boston Col.","10/23/1989","2",NA,"","$117,300"
"40",54,"Sio Moore",26,"OLB",2,1,245,"6-1","Connecticut","5/2/1990","3",NA,"Oakland Raiders / 3rd / 66th pick / 2013","$675,000"
"41",14,"JJ Nelson",24,"WR",13,5,156,"5-10","Ala-Birmingham","4/24/1992","1",NA,"Arizona Cardinals / 5th / 159th pick / 2015","$525,000"
"42",87,"Troy Niklas",24,"TE",3,2,270,"6-7","Notre Dame","9/18/1992","2",NA,"Arizona Cardinals / 2nd / 52nd pick / 2014","$785,755"
"43",90,"Robert Nkemdiche",22,"DT",5,0,294,"6-3","Mississippi","9/19/1994","Rook",NA,"Arizona Cardinals / 1st / 29th pick / 2016","$450,000"
"44",57,"Alex Okafor",25,"DE",13,0,264,"6-5","Texas","2/8/1991","3",NA,"Arizona Cardinals / 4th / 103rd pick / 2013","$1,671,000"
"45",3,"Carson Palmer",37,"QB",13,13,230,"6-5","USC","12/27/1979","12",NA,"Cincinnati Bengals / 1st / 1st pick / 2003","$7,150,000"
"46",98,"Corey Peters",28,"DT",13,12,294,"6-4","Kentucky","6/8/1988","6",NA,"Atlanta Falcons / 3rd / 83rd pick / 2010","$1,750,000"
"47",21,"Patrick Peterson",26,"CB",14,14,220,"6-0","LSU","7/11/1990","5",NA,"Arizona Cardinals / 1st / 5th pick / 2011","$9,750,000"
"48",72,"Olsen Pierre",25,"DT",NA,NA,293,"6-4","","8/27/1991","Rook",NA,"","$450,000"
"49",63,"Givens Price",22,"T",NA,NA,310,"6-4","","10/31/1994","Rook",NA,"","$79,410"
"50",16,"Jeremy Ross",28,"WR",NA,NA,213,"5-11","California","3/16/1988","5",NA,"","$119,117"
"51",92,"Frostee Rucker",33,"DE",11,1,270,"6-3","USC","9/14/1983","9",NA,"Cincinnati Bengals / 3rd / 91st pick / 2006","$1,000,000"
"52",53,"A.Q. Shipley",30,"C",14,14,290,"5-11","Penn St.","5/22/1986","7",NA,"Pittsburgh Steelers / 7th / 226th pick / 2009","$760,000"
"53",5,"Drew Stanton",32,"QB",4,1,236,"6-3","Michigan St.","5/7/1984","8",NA,"Detroit Lions / 2nd / 43rd pick / 2007","$1,000,000"
"54",91,"Ed Stinson",26,"DE",4,1,287,"6-3","Alabama","2/15/1990","2",NA,"Arizona Cardinals / 5th / 160th pick / 2014","$600,000"
"55",36,"D.J. Swearinger",25,"FS",14,10,208,"5-11","South Carolina","9/1/1991","3",NA,"Houston Texans / 2nd / 57th pick / 2013","$1,671,000"
"56",30,"Stepfan Taylor",25,"RB",13,0,214,"5-9","Stanford","6/9/1991","3",NA,"Arizona Cardinals / 5th / 140th pick / 2013","$675,000"
"57",61,"Cole Toner",22,"OT",NA,NA,306,"6-5","Harvard","3/13/1994","Rook",NA,"Arizona Cardinals / 5th / 170th pick / 2016","$450,000"
"58",89,"Hakeem Valles",24,"TE",9,1,260,"6-5","","11/23/1992","Rook",NA,"","$344,117"
"59",68,"Jared Veldheer",29,"T",8,8,322,"6-8","Hillsdale","6/14/1987","6",NA,"Oakland Raiders / 3rd / 69th pick / 2010","$1,250,000"
"60",58,"Daryl Washington",30,"LB",NA,NA,226,"6-2","TCU","10/9/1986","6",NA,"Arizona Cardinals / 2nd / 47th pick / 2010","$4,400,000"
"61",78,"Earl Watford",26,"OG",13,9,300,"6-4","James Madison","6/24/1990","3",NA,"Arizona Cardinals / 4th / 116th pick / 2013","$675,000"
"62",73,"John Wetzel",25,"T",14,6,315,"6-7","Boston Col.","2/5/1991","3",NA,"","$450,000"
"63",6,"Matt Wile",24,"K",1,0,223,"6-2","","6/20/1992","Rook",NA,"","$79,410"
"64",26,"Brandon Williams",24,"CB",11,2,197,"5-11","Texas A&M","9/9/1992","Rook",NA,"Arizona Cardinals / 3rd / 92nd pick / 2016","$450,000"
"65",33,"Kerwynn Williams",25,"RB",8,0,196,"5-8","Utah St.","6/9/1991","3",NA,"Indianapolis Colts / 7th / 230th pick / 2013","$458,822"
"66",94,"Xavier Williams",24,"DT",7,1,311,"6-4","Northern Iowa","1/18/1992","1",NA,"","$525,000"
"67",58,"Scooby Wright",22,"ILB",1,0,239,"6-0","Arizona","8/28/1994","Rook",NA,"Cleveland Browns / 7th / 250th pick / 2016","$79,410"
"68",NA,"Team Total",26.3,"",14,NA,242.5,"6-2.4","","","35.0",NA,"",""
