"","No.","Player.","Age","Pos","G","GS","Wt","Ht","College.Univ","BirthDate","Yrs","AV","Drafted..tm.rnd.yr.","Cap.Hit"
"27",28,"Jayron Hosley",25,"rcb",14,6,178,"5-10","Virginia Tech","9/18/1990","3",2,"New York Giants / 3rd / 94th pick / 2012","$796,250"
"28",79,"Montori Hughes",25,"",7,0,329,"6-4","Tenn-Martin","8/25/1990","2",0,"Indianapolis Colts / 5th / 139th pick / 2013",""
"29",25,"Tramain Jacobs",23,"",5,0,182,"5-11","Texas A&M","5/20/1992","1",0,"",""
"30",99,"Cullen Jenkins",34,"LDT",16,14,292,"6-3","Central Michigan","1/20/1981","11",5,"","$2,091,668"
"31",23,"Rashad Jennings",30,"RB",16,16,234,"6-1","Liberty","3/26/1985","6",8,"Jacksonville Jaguars / 7th / 250th pick / 2009","$2,812,500"
"32",77,"John Jerry",29,"rg",16,8,349,"6-5","Mississippi","6/14/1986","5",5,"Miami Dolphins / 3rd / 73rd pick / 2010","$1,400,000"
"33",48,"Nico Johnson",25,"",1,0,248,"6-2","Alabama","6/19/1990","2",0,"Kansas City Chiefs / 4th / 99th pick / 2013",""
"34",59,"Devon Kennard",24,"LB",9,9,249,"6-3","USC","6/24/1991","1",4,"New York Giants / 5th / 174th pick / 2014","$546,140"
"35",78,"Markus Kuhn",29,"rdt",10,7,299,"6-4","North Carolina St.","5/5/1986","3",3,"New York Giants / 7th / 239th pick / 2012","$671,474"
"36",81,"Matt LaCosse",23,"",2,0,250,"6-6","Illinois","9/21/1992","Rook",0,"",""
"37",10,"Eli Manning*",34,"QB",16,16,218,"6-4","Mississippi","1/3/1981","11",14,"San Diego Chargers / 1st / 1st pick / 2004","$14,450,000"
"38",71,"Stansly Maponga",24,"",2,0,256,"6-2","TCU","3/5/1991","2",0,"Atlanta Falcons / 5th / 153rd pick / 2013",""
"39",38,"Trumaine McBride",30,"",15,0,185,"5-9","Mississippi","9/24/1985","8",2,"Chicago Bears / 7th / 221st pick / 2007","$1,550,000"
"40",37,"Leon McFadden",25,"",2,0,193,"5-10","San Diego St.","10/26/1990","2",0,"Cleveland Browns / 3rd / 68th pick / 2013",""
"41",33,"Brandon McGee",25,"",1,0,193,"5-11","Miami (FL)","12/11/1990","2",0,"St. Louis Rams / 5th / 149th pick / 2013",""
"42",22,"Brandon Meriweather",31,"SS",13,12,195,"5-11","Miami (FL)","1/14/1984","8",4,"New England Patriots / 1st / 24th pick / 2007","$585,000"
"43",98,"Damontre Moore",23,"",11,0,250,"6-5","Texas A&M","9/11/1992","2",1,"New York Giants / 3rd / 81st pick / 2013","$748,813"
"44",46,"James Morris",24,"",6,0,241,"6-1","Iowa","11/20/1991","1",0,"",""
"45",12,"Ryan Nassib",25,"",1,0,227,"6-2","Syracuse","3/10/1990","2",0,"New York Giants / 4th / 110th pick / 2013","$698,400"
"46",73,"Marshall Newhouse",27,"RT",14,14,326,"6-3","TCU","9/29/1988","4",8,"Green Bay Packers / 5th / 169th pick / 2010","$1,300,000"
"47",88,"Hakeem Nicks",27,"wr",6,2,210,"6-0","North Carolina","1/14/1988","6",0,"New York Giants / 1st / 29th pick / 2009",""
"48",97,"Louis Nix",24,"",4,0,331,"6-2","Notre Dame","7/31/1991","1",0,"Houston Texans / 3rd / 83rd pick / 2014",""
"49",58,"Owamagbe Odighizuwa",23,"",4,0,266,"6-4","UCLA","4/1/1992","Rook",0,"New York Giants / 3rd / 74th pick / 2015","$620,125"
"50",69,"Tyler Ott",23,"",1,0,255,"6-3","Harvard","2/28/1992","Rook",0,"",""
"51",15,"Preston Parker",28,"wr",2,1,200,"6-0","Florida St.","2/13/1987","5",0,"","$660,000"
"52",90,"Jason Pierre-Paul",26,"DE",8,8,270,"6-5","South Florida","1/1/1989","5",4,"New York Giants / 1st / 15th pick / 2010","$14,813,000"
"53",67,"Justin Pugh",25,"LG",14,14,307,"6-5","Syracuse","8/12/1990","2",8,"New York Giants / 1st / 19th pick / 2013","$2,276,154"
"54",82,"Rueben Randle",24,"WR",16,16,205,"6-4","LSU","5/7/1991","3",7,"New York Giants / 2nd / 63rd pick / 2012","$1,047,432"
"55",61,"Dallas Reynolds",31,"c",16,2,314,"6-4","BYU","4/23/1984","4",2,"","$700,000"
"56",70,"Weston Richburg",24,"C",15,15,298,"6-3","Colorado St.","7/9/1991","1",7,"New York Giants / 2nd / 43rd pick / 2014","$1,108,489"
"57",41,"Dominique Rodgers-Cromartie*",29,"LCB",15,15,183,"6-2","Tennessee St.","4/7/1986","7",9,"Arizona Cardinals / 1st / 16th pick / 2008","$7,250,000"
"58",74,"Geoff Schwartz",29,"RG",11,11,332,"6-6","Oregon","7/11/1986","7",5,"Carolina Panthers / 7th / 241st pick / 2008","$2,845,833"
"59",93,"George Selvie",28,"de",12,3,247,"6-4","South Florida","3/6/1987","5",2,"St. Louis Rams / 7th / 226th pick / 2010","$1,200,000"
"60",30,"Cooper Taylor",25,"",6,0,229,"6-4","Richmond","4/4/1990","2",1,"New York Giants / 5th / 152nd pick / 2013","$631,813"
"61",55,"J.T. Thomas",27,"LB",12,11,241,"6-1","West Virginia","8/15/1988","4",4,"Chicago Bears / 6th / 195th pick / 2011","$2,000,000"
"62",48,"Will Tye",24,"te",13,7,262,"6-2","Florida State; Stony Brook","11/4/1991","Rook",4,"",""
"63",47,"Uani Unga",28,"mlb",13,3,231,"6-1","BYU","12/28/1987","1",3,"","$435,000"
"64",34,"Shane Vereen",26,"",16,0,200,"5-10","California","3/2/1989","4",6,"New England Patriots / 2nd / 56th pick / 2011","$2,516,666"
"65",31,"Trevin Wade",26,"db",16,3,192,"5-10","Arizona","8/1/1989","3",2,"Cleveland Browns / 7th / 245th pick / 2012","$585,000"
"66",19,"Myles White",25,"",12,0,182,"6-0","Louisiana Tech","3/3/1990","2",1,"",""
"67",49,"Nikita Whitlock",24,"fb",14,5,251,"5-10","Wake Forest","5/16/1991","1",0,"","$435,000"
"68",44,"Andre Williams",23,"",16,0,230,"5-11","Boston Col.","8/28/1992","1",2,"New York Giants / 4th / 113th pick / 2014","$623,400"
"69",9,"Brad Wing",24,"",16,0,205,"6-2","LSU","1/27/1991","1",2,"","$510,000"
"70",72,"Kerry Wynn",24,"de",15,7,266,"6-5","Richmond","2/12/1991","1",4,"","$510,000"
"71",NA,"Team Total",26.3,"",16,NA,247.4,"6-2.0","","","3.4",NA,"",""
